title,localisation,desc,note,link,entreprise,date
Data Scientist,Gommegnies,"At Equitable Life of Canada, we realize that your work life is not just about performing a job; it's about being part of a workplace that helps you grow and reach your full potential. Within our friendly and collaborative work environment, we recognize that the key to our growth and success is a dedicated, motivated and customer-responsive staff. Join Equitable Life today.Department: ITReports To: AVP, Data and AnalyticsThe OpportunityEquitable Life is seeking a talented data professional to add to our Data and Analytics team, playing a pivotal role in delivering machine learning-based solutions, models and algorithms to improve business processes, in support of Equitable Life’s strategic goals. The successful candidate will primarily be responsible for delivering finalized algorithms and will influence data aggregation and implementation. This is an excellent opportunity to be part of a growing data strategy team within one of Waterloo Region’s Top Employers for the 13th year running!What You’ll DoPerform analysis with business units to support ongoing decision-making and to identify quantifiable project valuePerform requirement analysis with the business units to understand business issues and generate hypothesesDeliver and support models throughout the data lifecycle: build, test, deploy and improveCommunicate results of analytics outcomes with business partners effectively Implement measurement and documentation framework against all project work Provide thought leadership related to analytics methodology, tools and measurement Innovate and find creative ways to source data to support modelling efforts What You’ll NeedA master’s degree or PhD in computer science, data science, operations research, statistics, applied mathematics, or related quantitative field Minimum 5 (five) years of experience specifically in statistical analysis, predictive modelling, machine learning, and/or artificial intelligence Proficiency in Python or R Working knowledge of SQL, Java, VBA Expert knowledge of BI development Excellent communication skills with non-data focused business partners Financial Services experience is an asset Experience working in Microsoft Azure and Amazon AWS is an asset Self-driven, curious and creative in developing hypotheses To learn more about Equitable Life, we encourage you to explore our organization.At Equitable Life, we are committed to providing equal access to employment opportunities across our organization. Please contact our HR team at click apply if you would like to receive our job postings in an alternative format or require an accommodation with the application process.Other detailsPay TypeSalaryNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationAssurancesServices financiers",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-equitable-life-of-canada-1766485689?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=8&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Data Scientist H/F – Paris,Paris,"Notre ClientJeune pousse franco-japonaise évoluant dans l’univers de la santé, notre client connait une croissance exponentielle ! Les raisons ? Une équipe de seniors au top prête à accompagner et à aider les nouveaux arrivants. Un management décomplexé plaçant l’humain au cœur de toutes les décisions. Une solutions SaaS complexe qui ne cesse de s’enrichir et d’évoluer… et puis surtout une ambiance de malade !Le Profil RecherchéTu aimes bosser avec Selenium, Protractor, Katalon et compagnie ? L’automatisation de test est pour toi une véritable vocation et tu as déjà eu la chance de mettre en pratique tes connaissances sur 2-3 projets complexes ? Tu es à l’aise pour bosser en autonomie mais n’hésite pas à demander de l’aide si besoin est ?… Et bien tu as tout ce qu’il faut pour intégrer la team absolument géniale de notre client.Salaire & Co.Entre 35 et 45k selon profil et expérienceNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesInternet",NA,https://fr.linkedin.com/jobs/view/data-scientist-h-f-%E2%80%93-paris-at-ekosystem-1794631236?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=9&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Data Scientist,France,"Bac +5 en école d’ingénieur – 2 ans d’expériencePython : ⚝⚝Maths et Stats : ⚝Data viz : ⚝Le Data Scientist a pour mission le traitement et la valorisation de » données massives. Il est à la fois analyste statisticien et informaticien et a pour mission d’apporter des informations aux métiers en structurant et en manipulant habilement les données complexes du Big Data.Si vous souhaitez…Travailler au sein d’une Direction Métier (Digital, Marketing, Risques et Actuariat) d’une Banque ou d’une Assurance,Réaliser des études quantitatives et qualitatives (offres produits et tarification, analyse de campagnes, …) visant à améliorer la connaissance client et piloter les actions commercialesParticiper à des projets d’envergure, à forte valeur ajoutéeAlors pourquoi pas vous ?Vous aimez travailler dans un environnement stimulant et challengeant ?Vous possédez d’excellentes capacités d’analyse, de synthèse et le travail en équipe est votre point fort ?N’hésitez plus, rejoignez-nous !De formation Bac+5 en école d’ingénieur ou parcours universitaire en analyse statistiques ou économétrie, vous êtes dotés d’une forte sensibilité marketing.La maitrise de certains des outils suivants seront un atout pour le poste :Data Viz / Data Prep : Tableau Software, Qlik Sense, Microsoft Power BI, Data IKU, Alteryx, …Reporting et décisionnels : IBM Cognos, SAP BO, langage SQL, …Statistiques et langage de manipulation : SAS, Python, R, SPSS, …Les «plus» BI consulting ?Développer une triple compétence: métier, projet et système d’information en évoluant au cœur de projets complexes, accompagné par nos consultants expertsEvoluer au sein d’une société qui exige le meilleur de ses collaborateurs tout en cultivant la cohésion et l’esprit d’équipeVous vous reconnaissez dans la description de cette annonce ?Alors venez nous rencontrer : Ana-Sofia, Charlène, Johanna, Sacha et Maxime seront ravis de vous accueillir !Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationBanquesConseil en management",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-bi-consulting-1767890815?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=10&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Consultant(e) Data Scientist (H/F),Paris,"Nous recherchons actuellement un(e) Consultant(e) Data Scientist (H/F) passionné(e) par le digital, faisant preuve de curiosité scientifique et ayant une bonne réflexion et intuition sur les données, aimant travailler en équipe, entreprendre, réfléchir aux nouveaux concepts et solutions et n’ayant pas peur de s'impliquer.           Poste & missions Auprès de nos clients : Vous serez amené(e) à intervenir avec notre équipe de consultants à réaliser 3 grands types de missions : – Participer à des sessions de design thinking pour faire émerger des cas d’usages autour de la donnée – Investiguer la faisabilité des cas d’usages Data ayant émergés, au cours de phases d’élaboration de MVPs (Minimum Viable Products) – Mettre en production les MVPs dont la valeur aura été démontrée – Soutenir les missions de transformation digitale en apportant une expertise sur le déroulé des projets   Nous intervenons dans tous types de secteurs, sur des courtes durées (2-4 mois) et principalement depuis les locaux Kynapse pour fédérer les équipes. Nous travaillons généralement sur plusieurs missions dans le même temps.  En interne : – Participer à l’évolution des practices Data – Contribuer à la vie du cabinet selon ses appétences – Contribuer à la réponse aux appels d’offre   Pour en savoir plus sur le quotidien des consultants Kynapse, retrouvez ici le témoignage de Yannis.  https://www.youtube.com/watch?v=HrBM-6nOuQA          Ce que nous vous offrons  – La possibilité de relever des challenges innovants avec des consultant(e)s compétent(e)s, passionné(e)s et humbles – Un environnement de travail collaboratif, entrepreneurial et bienveillant, incarné par une équipe jeune et dynamique – Une ambiance fun et conviviale alimentée par de nombreux événements festifs (afterworks, séminaires, …) – Une rémunération attractive, à déterminer en fonction du profil et de l’expérience Profil recherché    Les must have : – Très bonne compréhension des algorithmes classiques de Machine Learning et compréhension fine de leurs paramètres – Bonne maîtrise de Python et/ou R – Réflexion scientifique aiguisée sur les modèles et les variables – Bonne communication écrite et orale – Curiosité et autonomie  Les petits plus : – Implication dans la communauté Data Science (participation à des meet-ups, challenges…) – Connaissance des outils de versionnement et de containerisation (git, Docker…) – Connaissances des pratiques de code (PEP8…), du TDD…     N’hésitez pas contacter nos collaborateurs pour en savoir plus !       Ce poste vous intéresse ? Postulez rapidement !Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionConseilTechnologies de l’informationSecteursConseil en management",NA,https://fr.linkedin.com/jobs/view/consultant-e-data-scientist-h-f-at-kynapse-1203392991?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=11&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Data Analyst H/F,France,"Descriptif de l'offreLe réseau Ogilvy est le 1er réseau international de communication (20 000 collaborateurs présents dans plus de 100 pays à travers le monde). Multiprimées (network of the year in 2012, 2013, 2014, 2015, 2016), les agences Ogilvy sont connues et reconnues pour leurs talents créatifs et leur capacité à accompagner les plus grandes marques mondiales. Ogilvy Paris est l’un des principaux hubs internationaux du réseau.Fort de plus de 25 nationalités différentes, c’est aussi la plus internationale de toutes les agences de communication françaises. L’agence accompagne les plus grandes marques françaises et internationales : Nestlé, Perrier, Netflix, Dove, LVMH, Allianz, Mondelez La Laitière, Piaget, Ford, Avène, Le Novo, IBM, Ventes Privées, etc.Située en plein cœur de Paris, l’agence est composée de 500 experts (Créatifs, Planneurs Stratégiques, Consultants Media, Creative Technologist, Consultants Data, etc.), travaillant main dans la main et regroupé au sein de 5 pôles d’excellence : Branding & Advertising, Influence & Reputation, Engagement & Performance Marketing, Media & Distribution, Production & Delivery.MISSIONSAu sein del’équipeData de l’agence, vous réaliserez des analyses au service de la stratégie marketing: analyses ayant pour but la connaissance clients et l’optimisation des performances des actions / sites Internet mis en place.Vous Aurez Notamment Pour MissionsPrincipaux types de projets à réaliser : Etudes de comportement clients (modélisations, études ad’hoc, segmentations), mesures de performance, ciblages, etc. ;Réalisation des projets de bout en bout: Participation au brief, réalisation des analyses demandées, mise en forme et présentation des résultats ;Vous êtes intégré(e) aux échanges avec les clients ;Vous êtes force de proposition sur les études à réaliser, les axes d’analyse à intégrer, etc. ;Vous êtes garant(e) de la qualité des éléments fournis. Vous pouvez être amené(e) à coder ponctuellement en R; Vous participez à l’encadrement d’un Data Analyst plus junior.Profil Vous êtes à l’aise sur différents outils Data dont Business Intelligence, Analytics ou Power BI. La connaissance d’outils de segmentation CRM est un plus. Vous appréciez de vous investir sur des missions opérationnellesVous êtes titulaire d’unBac +5 en Statistique/Data/Marketing (type ENSAI, Master 2 statistique, économétrie, mathématiques, etc.) ;Vous avez 2 à 5 ans d’expérience durant lesquelles vous avez travaillé en collaboration avec les services marketing sur des études de comportement clients, de l’analyse de performance, le plan de contact CRM ; Vous avez un niveau d’anglais opérationnel (Lecture et écrit principalement ; normes européennes : B2)MODALITESDébut du contrat : ASAPType de contrat : CDILocalisation : Paris 8eSecteur d'activité : Marketing relationnel & CRMNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionTechnologies de l’informationSecteursMarketing et publicitéInternetRecrutement",NA,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-ogilvy-paris-1727715519?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=12&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
DATA SCIENTIST,France,"Intitulé du poste : DATA SCIENTISTDescription du poste : DATA SCIENTIST De formation supérieure, type école d'ingénieur complétée par un 3ème cycle en finance de marché, vous justifiez d'une expérience solide en environnement Marché (audit interne, maîtrise d'ouvrage, analyse des risques/valorisation, etc.). Excellente connaissance et expérience des langages de manipulation des données (SQL, HIVE) en environnement Hadoop ou SGBDR, des techniques de datamining et statistiques ainsi que des outils Office (Xls, Access, Pwt). Maîtrise les outils de Business Intelligence et de Data Visualization. Connaissance techniques de Machine Learning sur un cluster Hadoop (langage Python, Scikit Learn, MLLIB) et êtes passionné par le sujet Data Science/IA Développer les techniques d'analyse de la qualité des données, notamment les techniques IA/Machine Learning/Deep Learning en complément des techniques traditionnelles Contribuer à l'extension du dispositif actuel Assurer la production et l'analyse des indicateurs de qualité des données en partenariat avec l'ensemble des acteurs opérationnels de la chaîne (IT, analystes de risques et d'IPV, FO, Opérations, etc.) Participer aux investigations sur les problématiques de qualité des données sur l'ensemble de la chaîne de valeur Produire le reporting de qualité des données et le présenter au Comité de Qualité des Données Marché Améliorer le process de reporting de qualité des données en capitalisant sur Renforcer l'articulation avec la comitologie existante et la filière Data Office Contribuer à la diffusion auprès des équipes de production métier et IT de ces techniques d'analyse de la donnéeType de poste : CDIDate de début : ASAPLieu de mission : BORDEAUX PARISDépartement : 33 75Date de dépôt: 27/03/2019Niveau de priorité: NormalNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesRecrutement",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-sogia-systeme-1830243831?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=13&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Alternance Data Analyst Junior Anti-trafic (H/F),Paris,"Alternance Data Analyst Junior Anti-trafic (H/F)Description De L'emploiL’équipe Anti-trafic a pour mission de contribuer à protéger la marque CHANEL Parfums Beauté, ses consommateurs(rices) ainsi que sa distribution.Au sein de cette équipe à taille humaine et dotée d’un scope mondial, rattaché(e) à la Responsable Anti-trafic, vous contribuerez au travail d’investigation, de consolidation et de qualification des informations sur le marché parallèle. Plongé(e) dans l’envers du décor d’une Maison de luxe, vous serez amené(e) à travailler en autonomie et à être force de proposition sur vos futures missions.À ce titre, vos missions sont les suivantes :Gestion de la base de données :Contrôle des informations saisies en base de donnéesRetraitement des données dans une optique de communication aux interlocuteurs Division et Marchés : être garant que les données fournies sont fiables et cohérentes, réaliser les travaux de nettoyage correspondantsAccompagnement du technicien produit dans la recherche/complétion des informations manquantesParticipation à l'activité quotidienne du département Anti Trafic :Soutien dans la préparation des rapports et présentations à destination des Marchés et autres interlocuteurs Anti-traficElaboration et suivi des dossiers constitués dans le cadre de collaborations avec le service juridiqueSoutien sur la veille digitale et les tendances marchésPROFILEn dernière année de licence ou en master, vous possédez les atouts nécessaires pour intégrer un environnement rigoureux et réactif. Très organisée et autonome, la personnalité que nous recherchons est également curieuse, pro-active et dotée d’un très bon sens du service. Vous possédez une réelle appétence pour l’opérationnel et le croisement des données qualitatives et quantitatives. Enfin, Excel n’a plus de secret pour vous et vous êtes à l’aise avec les autres modules de la suite Microsoft. Enfin, vous possédez de bonnes notions en anglais.Vous pouvez postuler en ligne sur Chanel.com, rubriques CarrièresAlternance à partir de Septembre 2020 basée à Neuilly-sur-Seine.Niveau hiérarchiqueConfirméType d’emploiTemps pleinFonctionTechnologies de l’informationSecteursTechnologies et services de l’informationRecrutement Commerce de détail",NA,https://fr.linkedin.com/jobs/view/alternance-data-analyst-junior-anti-trafic-h-f-at-chanel-1788365680?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=14&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Data Scientist (F/H),France,"Nous recherchons un Data Scientist (H/F) pour intégrer notre bureau d’études chez l’un de nos clients.Sur les phases d’Avant-Projet, vous réalisez les modèles prédictifs associés. Pour cela, vous devrez:Etudier les données en possession de l’entreprise et les objectifs qui permettront de définir les données qui seront extraites et traitées, en accord avec les exigences de la directionRécupérer et analyser les données pertinentes liées aux données clientConstruire des algorithmes permettant d’améliorer les résultats de recherche et de ciblageÉlaborer des modèles prédictifs afin d’anticiper l’évolution des données et tendances relatives à l’activité de l’entrepriseCréer des outils permettant au client de lire et d’exploiter les résultats issus des analyses et des modélisations des donnéesRéaliser les recommandations business auprès de la direction afin d’améliorer la prise de décision. Ce travail d’interprétation des données pourra également se faire au travers de la création d’un tableau de bord spécifique et/ou logiciel sur mesure analysant les données traitées. La création de métriques d’aide à la décision pourra avoir une influence conséquente sur la stratégie de l’entrepriseVous êtes issu(e) d’un Bac+4/5 (et éventuellement d’un doctorat) dans l’ingénierie informatique ou les statistiques.Vous maîtrisez les concepts de Machine Learning, Deep Learning et les Statistiques, les langages Python et R et les outils Hadoop, Spark et Hive.Pourquoi choisir Aosis Consulting?Pour son organisation «flat»= rapidité et proximitéParce que vous aimez le challengeParce que vous souhaitez faire partie d’une entreprise à taille humaine et avez envie de partager de bons momentsEt tant d’autres choses….À compétences égales, ce poste est ouvert aux personnes en situation de handicap.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesConseil en management",NA,https://fr.linkedin.com/jobs/view/data-scientist-f-h-at-aosis-1768268971?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=15&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Data Scientist - ALT (h/f),Ugine,"Dans ce cadre, Ugitech souhaite intégrer un alternant de niveau Master en Data Science ou équivalent pour participer au lancement de cette nouvelle activité. Avec plus de 100 ans d’expérience dans la fabrication de l’acier et des travaux de recherche permanents dans le domaine de la métallurgie, l’entreprise garantit aux clients de ses marchés tels que l’industrie automobile, la construction, l...Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursIndustrie automobileIngénierie mécanique ou industrielleRecrutement",NA,https://fr.linkedin.com/jobs/view/data-scientist-alt-h-f-at-ugitech-1831444428?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=16&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Data scientist - recherche médicale,Montpellier,"Description Du PosteUNIVERS OBSERVABLE DE L'ENTREPRISEFondée en 2014, notre client est une start-up axée sur l'amélioration des traitements neurovasculaires avec une suite logicielle propriétaire (dispositif médical de classe IIa). Cette application, dispositif médical marqué CE classe IIa et FDA cleared, a déjà été utilisé pour traiter plus de 2500 patients dans 250 hôpitaux. Notre client a ouvert une filiale aux Etats Unis depuis juillet 2019. La société emploie 27 personnes et prévoit une phase de forte croissance dans les prochaines années. MISSIONSAu sein de l'équipe R&D, vous participerez à la construction d'une solution de support à la décision médicale utilisant des méthodes de machine Learning. En collaboration avec l'équipe, vous serez chargé de créer, entraîner et implémenter les algorithmes de prédictions les plus pertinents pour à terme prédire le traitement médicale le plus approprié pour chaque patient.Veille scientifique et technologique des avancées scientifiques dans le domaine de la data science. Construction de la base de données patient. Mise en place de modèles prédictifs en IA/ deep learning : choix des méthodes à utiliser, amélioration, entraînement et validation des modèles. Améliorer l'architecture data : puissance du GPU, visualisation ect.. Déployer les modèles d'IA en production. Créer des APIs et aider à l'intégration des résultats des modèles de prédiction dans la solution actuelle. Possibilité de publier et de participer à des conférences scientifiquesProfil recherchéSPHERE ACADEMIQUEDiplôme d'ingénieur, Master ou Doctorat en informatique et/ou computer vision avec une expertise principale en data science (IA, Deep learning, Optimisation)SPHÈRE VITALEExpérience dans la création de modèles de deep learning avec une de ces librairies : TensorFlow/Keras or Pytorch. Expertise en PythonConnaissance des standards de gestion et de communication des images médicales et des données reliées à celles-ci, data, norme DICOM.Maîtriser GIT et la gestion du versionningBon niveau en Anglais et français (écrit et parlé)SPHÈRE ORBITALEExpérience dans le domaine des dispositifs médicauxDéveloppement en C ou C++Utilisation de R ou SystatSPHÈRE SOCIALEAutonome, aime apprendre constamment pour apporter des nouvelles idées. Dynamique et prê.e à s'engager dans cette nouvelle aventure INFORMATIONS SATELLITAIRESBase de lancement : MontpellierType de contrat : CDI chez notre clientDate de décollage : Dès que possibleConstellation d'avantages : intéressement, ticket restaurant, soleil, possibilité de home office et espace de travail agréable. Publiée le 18 Avril.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesRecrutement",NA,https://fr.linkedin.com/jobs/view/data-scientist-recherche-m%C3%A9dicale-at-tell-me-more-1831133490?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=17&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Data Scientist,Paris et périphérie,"Publiée par :Hélène LOMBARDHélène LOMBARDResponsable business intelligence chez MWM🚩 Faisons Connaissance !🎧MWM est à l’origine de nombreuses applications mobiles régulièrement en tête des Top Charts sur l’App Store et le Play Store📲, à l’instar d’edjing Mix ou de sa suite de jeux musicaux permettant d’apprendre le piano, la batterie, le beatmaking ou la guitare. Accomplissements🦄Success story d'un projet étudiant en 2011 devenu numéro 1 mondial des éditeurs d'applications musicales (hors streaming) selon le classement App Annie+15 apps cumulant plus de 400 millions de téléchargements à travers le monde🙌 Une détermination et une agilité qui nous a permis de devenir en quelques années l’une des seules scale-ups tech françaises rentables en FranceIntégrés au FW500, nous sommes fiers de travailler en étroite collaboration avec des géants de la Tech tels que Google et AppleBoostés par une levée de fonds de 50Md’E en Mars 2020 💥, nous recrutons +50 passionnés entre Boulogne-Billancourt et Bordeaux, pour nous aider à disrupter le secteur du divertissementAyant à coeur de créer des produits 100% imaginés et développés en interne grâce à une équipe polyvalente et agile👫, nous nous sommes donné pour mission de démocratiser la créativité à l’ère du digital, en mettant notre expertise au service d’autres domaines créatifs, tels que la photographie 📸, le dessin🎨 ou la vidéo🎥. Pour que chaque expérience soit un plaisir, une création, une communauté et un partage.Mission & challenges 💪La data occupe une place centrale dans l’activité de MWM. Au sein de notre pôle Business Intelligence, nous recherchons des Data Scientists passionnés par la transformation de la donnée brute en valeur ajouté, via des algorithmes de Machines Learning orientés business.Concrètement, vous aurez la responsabilité de construire des algorithmes permettant d’améliorer les performances de nos applications et d’aider l’ensemble des équipes à prendre les meilleures décisions.Soif de nouveaux challenges ? Travailler en tant que Data Scientist chez MWM vous amènera à :Exploiter des quantités massives de données provenant de différentes sources (user data, app data…)Proposer et déployer des use cases innovants et variés, allant du marketing prédictif au NLP en passant par des moteurs de recommandations, en accord avec la roadmap stratégiqueChallenger les modèles de Machine Learning déjà existants qui aident l’ensemble des équipes dans la prise de décisions : intégration de nouvelles données, optimisation des modèles en terme d’amélioration de temps de calcul et de robustesse, implémentation sur systèmes embarqués...Relever avec toute l’équipe MWM les défis créatifs de demainAvec qui 👫? Managée par Hélène, notre équipe Business Intelligence est aujourd'hui composée de 4 personnes. Si vous n'êtes absolument pas effrayé(e) à l'idée de traiter des millions de données, et si le compromis biais-variance vous empêche régulièrement de dormir, nous sommes faits pour nous entendre ! Au delà de notre ambiance de travail décontractée,l'équipe est très soucieuse de garantir la rigueur scientifique et la qualité de tout ce qui passe en production.🧐A propos de vousCompétences clés 🙌: Vous avez au moins deux ans d’expérience sur un poste similaire dans l’univers du digital et vous maitrisez la conception, l’optimisation et la mise en production des algorithmes de Machine Learning pour stimuler l’innovation produitVous êtes diplômé(e) d’une grande école d’ingénieurs ou de l’université (Bac +5) avec une spécialisation en data scienceVous avez de bonnes connaissances dans les librairies de data science (Scikit-Learn, Pandas, NumPy, SciPy) et dans au moins un framework (Keras, PyTorch,...)Vous êtes doté d’un fort esprit analytique et une excellente compréhension des enjeux et des leviers du marketing digital.Vous avez l’esprit d'équipe : vous souhaitez rejoindre une petite équipe et collaborer directement avec des collègues travaillant sur le développement mobile et back-end, les produits et le marketing, pour construire ensemble les produits MWM.Vous êtes proactif/ve, vous n'hésitez pas à proposer des axes d’amélioration sur les processus existantsNice to have 🤘:Vous avez déjà utilisé Google Cloud PlatformVous possédez une appétence pour l’encadrement de profils plus juniors Une expérience dans un environnement startup serait un plusLa vie chez MWM: 🚀 Une vision : développer des applications mobiles performantes qui permettent de libérer le potentiel créatif de chacun, qu’il s’agisse de musique, dessin, photographie,...Vous rejoindrez une équipe de passionnés, particulièrement tournés vers l’innovation et le test-and-learn 🔥 Un ecosystème : Scale-up en pleine croissance, rentable depuis plusieurs années, nous avons le privilège d’évoluer sur un marché grand public au potentiel quasi illimité . Qu’il s’agisse de collaborer avec des DJ tels que Martin Solveig et DJ Jazzy Jeff, travailler en étroite collaboration avec Google et Apple, ou designer de nouveaux niveaux dans notre propre studio de jeux vidéos, notre univers est riche et varié ! 🙈 Une ambiance de travail décontractée et motivante: salle de sport gratuite dans les locaux, fruits frais, snacks et boissons à volonté. Un brunch et une visite du coiffeur, de la manucure et d’un ostéo au bureau tous les mois. Un espace détente et jeux, une place de parking personnelle, des tickets restaurants, des tas d’afterworks & activités diverses, des team building à l’image de celui que nous venons de faire à Ibiza. ⭐ Un package de rémunération attractif comprenant entre autres une prime d'intéressement, un plan d'épargne entreprise - sans oublier de nombreuses perspectives de carrière. 💡 MWM est 100% remote pendant la période de confinement,préparez-vous à une expérience inédite 🤞 entre coffee break & apéros en visio ! Vous nous avez lu jusqu’ici et ça vous parle ? Vous savez ce qu’il vous reste à faire ! 😉Niveau hiérarchiqueNon pertinentType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursLogiciels informatiquesInternetDivertissements",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-mwm-1759840898?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=18&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
Data Analyst (H/F),Asnières-sur-Seine,"DescriptifAu sein de l’équipe « Global Data & Business Process Management », vous assurez le support des équipes internationales (commerciales, marketing et services) sur les outils informatiques (ERP M3, Business Object, CRM Microsoft Dynamics, …). Vous contribuez à l’adaptation des outils afin de répondre aux besoins des marchés.Vous êtes garant du respect des procédures Corporate. Pour cela, vous formez les utilisateurs et vous les auditer. Vous serez alors amené à vous déplacer ponctuellement dans les filiales lors de missions programmées.Vous participez à des projets transverses en lien avec différents départements de l’entreprise (supply chain, juridique, finance, ...).Enfin, vous réalisez et analysez des indicateurs pour les équipes commerciales, marketing et services.ProfilH/F, de formation Bio-informatique ou Biotechnologies, vous justifiez d'une expérience dans une fonction similaire. Vous parlez couramment l'anglais. Une appétence et une aisance pour les outils informatiques sont indispensables. Vos qualités relationnelles vous permettront de vous intégrer rapidement à une équipe dynamique et impliquée. Votre esprit d'équipe, votre curiosité et votre adaptabilité vous permettront de partager vos connaissances avec l’ensemble des utilisateurs.Data manager / Data Analyst : un poste transverse ! Le métier de Data Manager vous permet d’être en relation avec de nombreuses équipes de l’entreprise : finance, IT, Marketing, Affaires règlementaires, supply chain, services, ventes, qualité …La force du métier de Data Manager est la polyvalence des actions et l’expertise acquise sur les systèmes d’informations.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesBiotechnologie",NA,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-stago-1692521448?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=19&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
S&OP Data SCIENTIST,Poissy,"Description De La MissionPSA is currently implementing the « Sales & Operation Planning (S&OP) » which is a decision process at Executive Committee level, intended to optimize total value for the Company through planning. In S&OP process, important amount of data are collected and need to be analysed in order to present to ExCom the right scenario decisions on the tactical horizon.The S&OP data scientist shall understand and manipulate important volume of data used in S&OP process on worldwide perimeter for PSA Groupe (volumes per month, per country, per carline, per powertrain, per trim in demand and supply with alternative scenarios and CO2 impacts) in order to :oStructure the data for easy usage by the stakeholders (synthesis and deep dive)oPropose statistical models and algorithms to improve the S&OP forecasts, alternative scenarios and reconciliation between demand and supplyoPerform the relevant analyses on the dataoProvide business recommendations to help decision making based on the data analysisoDrive supply chain business improvement on sales forecast through big data analysis ProfilSkillsoMathematics and statisticsStatistiscal predicitive analysisScoring algorithmoITUnderstand programmation languages (Python, R,…)Datavisualisation tools (Power BI,…)Databases managementoBehaviourGood communicationAdaptabilityCapacity for synthesisBusiness mindsetInnovation / CuriosityRigor / capacity for analysisEnglish spokenEducationoBAC+5 in Science (Engineering School, Master Degree,…)Working ExperienceoAt least 5 years working in analysing and manipulating databasesoSales ForecastoExperience in FMCG (Fast Moving Consumer Good) would be appreciated Localisation du poste PaysEurope, France, Ile-de-France, Yvelines (78) Ville poissy Critères candidat Niveau d'expérience min. requis5 à 10 ans LanguesAnglais (C1 - Courant (3,5 - 4,4 Bright))Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesRecrutement",NA,https://fr.linkedin.com/jobs/view/s-op-data-scientist-at-peugeot-brasil-1820787288?refId=ae33ac4b-e8a2-457b-8ddd-fb922e46744c&position=20&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,NA,NA
