title,localisation,desc,note,link,entreprise,date
Auditeur Statisticien H/F,29 - BREST,"Pour accompagner le développement du Groupe, nous recherchons un Auditeur , qui sera intégré au Service Banque et Fonctions Supports. Il interviendra notamment dans le processus de contrôle des différents modèles statistiques du Groupe, utilisés en particulier dans le cadre de la gestion du risque de crédit système de notation interne notamment, du risque de liquidité, de taux d'intérêt Dans le cadre de la réalisation des missions d'audit, le candidat sera amené à :  préparer les missions, établir les référentiels et les programmes de travail,  mettre en œuvre les travaux d'audit et procéder à l'évaluation des risques,  rédiger des rapports et proposer des mesures correctrices,  participer aux réunions de présentation des rapports d'audit,  suivre l'application des recommandations  Vous êtes titulaire d'un Bac5 d'une école de statistiques ou d'une formation universitaire équivalente,  vous justifiez de 3 à 5 années d'expérience professionnelle. Idéalement, vous avez exercé dans le domaine de la bancassurance et maîtrisez l'environnement réglementaire bancaire, notamment la réforme dite « Bâle III »,  la rigueur, l'esprit de synthèse et l'analyse sont des qualités qui vous sont reconnues et que vous avez à cœur de mettre au service de l'amélioration permanente du fonctionnement de l'entreprise,  votre aisance relationnelle et votre capacité à travailler en équipe vous permettent, non seulement de convaincre et de fédérer, mais aussi de communiquer aisément avec les décideurs du Groupe Arkéa,  vous disposez de bonnes qualités rédactionnelles,  vous souhaitez intégrer un groupe qui vous permette d'exercer votre métier d'expert de façon autonome, stimulante et dynamique. A noter : des déplacements occasionnels peuvent être à prévoir dans le cadre de la conduite des missions d'auditType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/8839525,NA,NA
Statisticien / Statisticienne (H/F),59 - LILLE,"Mission : L'ingénieur assurera la maintenance opérationnelle des systèmes et des réseaux, le traitement des données et leur exploitation. Il contribuera, au premier niveau, à la résolution des incidents, et assiste les utilisateurs.Activités : Activités principales : Administrer les systèmes virtualisés Windows et Linux, les systèmes de stockage NetApp et le cluster de calcul Gérer un parc de 100 machines postes fixes et mobiles sous Windows/Linux/MacOs Installer et configurer le matériel : postes informatiques, équipements réseau, périphériques  Assurer l'assistance matérielle et logicielle de premier niveau auprès des utilisateurs.  Sensibiliser les utilisateurs au respect de la charte informatique de l'établissement ou règles de bonnes pratiquesActivités associées : Assurer une veille scientifique et technologique dans son domaine d'activité. Participer à la vie et au fonctionnement du laboratoire.Type de contratContrat à durée déterminée  12 MoisContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/8794192,NA,NA
Statisticien / Statisticienne (H/F),69 - LYON 07,"Mission : Analyse, définition et mise en œuvre des outils statistiques et informatiques pour la collecte, la gestion et le traitement des données quantitatives au sein de l'USR et au service des projets de recherche soutenus dans le cadre des AAP de la MSH et sur les projets menés en partenariat avec la MSH LSE.Vous apporterez votre expertise pour la mise en oeuvre de méthodes analytiques au sein des différents projets. Votre mission inclut la réalisation en autonomie d'études statistiques plans d'expériences, modélisation, analyse des données, etc. comprenant la compréhension des besoins de vos interlocuteurs, la réalisation des actions adaptées et la communication de vos résultats.Activités :   Préparer et suivre des rapports d'activités de l'USR : bilans événements scientifiques, formations, enquête besoin et satisfaction, projets, etc. Notamment, statistiques de cadrage et de qualité de la MSH LSE. Apporter un support méthodologique à l'attention des membres de l'USR et des laboratoires associés : Introduction aux méthodes et techniques quantitatives de collecte et d'analyse des données. Aide à l'analyse et à l'interprétation des résultats Initiation aux logiciels méthodologiques et statistiques Animation d'ateliers méthodologiques et d'initiation aux méthodes et outils statistiques utiles pour exploiter des données à destination des membres des laboratoires associés chercheurs, enseignantschercheurs, doctorants, Ingénieurs et techniciens. Support à la recherche : Prendre en main les problématiques des chercheurs : approche méthodologique à appliquer ; méthodes statistiques adaptées à la problématique et aux contraintes ; choix du design de l'étude ; Faciliter l'accès aux ressources méthodologiques Conseiller et assister pour l'acquisition, l'utilisation et la mise à disposition de données : Réseau Quetelet, démarches CNIS et CASD pour les données confidentielles. Activités de conseil sur : l'utilisation d'outils de traitement de données, la synthèse et interprétation des résultats pour répondre à l'objectif de la demande et rédaction de rapport statistique, la relecture des analyses statistiques en vue de publications scientifiques Préparer et qualifier les bases de données dédoublonnage, extraction, contrôle de la qualité et de la cohérence des données, etc. Gérer des activités statistiques, d'accompagnement et de traitement couvrant : la description et l'exploration des données représentation graphique des données, méthodes alternatives de représentation, mesure de variabilité et de tendance l'inférence statistique dans le cas paramétrique et non paramétrique test d'hypothèse, intervalle de confiance, puissance des tests l'analyse de données multidimensionnelles dans un but explicatif et descriptif ACP, AFC, etc. la classification des données.Type de contratContrat à durée déterminée  12 MoisContrat travail",1,https://candidat.pole-emploi.fr/offres/recherche/detail/8769837,NA,NA
Statisticien / Statisticienne (H/F),29 - QUIMPER,"POSTE : Statisticien H/FPROFIL : De formation Bac +2 minimum DUT STID, Licence Pro Statistiques, etc., vous bénéficiez idéalement d'une première expérience dans une fonction similaire.Vous avez une bonne maîtrise d'Excel macros Excel VBA et des outils décisionnels type Business Object ou Qlikview.Rigoureux et organisé, vous savez gérer les priorités et faire preuve d'une bonne capacité d'analyse. Vous aimez travailler en équipe et prendre des initiatives.Poste en CDI à temps plein baséà Quimper 29, à pourvoir rapidement.DESCRIPTION : GENERATION est devenu sur le marché de l'assurance des personnes un acteur reconnu de la gestion des contrats de complémentaire Santé et Prévoyance. Résolument ambitieuse, portée par une croissance soutenue et maitrisée depuis sa création, l'entreprise s'appuie sur plus de 900 collaborateurs, la qualité et la confiance de ses partenaires. GENERATION se distingue aujourd'hui par des effectifs en constante progression, par la créativité et les moyens consacrés à optimiser la gestion et la satisfaction de ses clients.Pour accompagner le développement de l'activité Reporting et son optimisation, Génération recrute une Chargée d'études statistiques.Vos missions :Produire et analyser les éléments statistiques transmis à l'ensemble de nos partenaires externes. A ce titre vous exercerez les activités suivantes : Mettre en place des tableaux de bord et contribuer à l'amélioration et l'automatisation des états existants. Elaborer des comptes de résultats. Développer des reportings techniques pour répondre aux exigences règlementaires. Analyser les consommations médicales et les comportements des clients. Assurer un contact avec la clientèle pour définir leurs besoins de reporting.Mettre en place des états statistiques pour les équipes métiers : Procéder à des extractions de contrôle interne. Réaliser des ciblages pour des opérations de marketing. Faire des études de suivi de portefeuille.Contribuer à la modernisation de nos outils de collaborationEn bref : Statisticien, Rigueur et méthode, Esprit d'analyse, Dashboard, QlikView, SAP BusinessObjectsType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/8692805,NA,NA
Statisticien H/F,France,"Au sein de la cellule statistique, le statisticien aura pour missions : la réalisation de requêtes et d'analyses visant à améliorer le suivi des différentes activités de la CRAMIF la création de tableaux de bords de suivi et d'outil d'aide à l'analyse sur la gestion du risque la construction de profils statistiques et de mesures d'impact pour faciliter et mesurer l'efficacité des campagnes mises en place pour la gestion du risque l'élaboration d'études pour accompagner les actions du service de la gestion de relation client La CRAMIF intervient sur plusieurs champs d'activité en région Île de France, notamment sur :  l'accompagnement social des assurés  le versement des pensions d'invalidité, des allocations amiante et des prestations de grand appareillage  le conventionnement des fournisseurs d'appareillage  le financement des projets associatifs  le conseil auprès des entreprises dans la prévention des risques professionnels  le calcul des taux de cotisation AT/MP Elle emploie près de 2000 salariés répartis sur 2 centres principaux le siège situé rue de FlandreParis 19e arrondissement et la place de l'Argonne dans le même arrondissement ainsi que plusieurs antennes réparties dans les départements de la région. Rattachée à la Direction Générale, la cellule statistique est placée sous l'autorité de la Direction du Pilotage. Le statisticien appuiera la stratégie et la prise de décisions des responsables de secteur et de la Direction Générale en exploitant les bases de données de l'organisme. Il apportera son expertise pour les domaines ayant trait à la gestion du risque et à la gestion de la relation client. Compétences techniques et relationnelles : maîtrise des fondamentaux de la statistique maîtrise des outils de bureautique, en particulier Excel et VBA apprécié maîtrise des langages de programmation SQL et SAS connaissance des sources de données de l'Assurance Maladie appréciée SIAM ERASME, SNDS aptitude au travail collaboratif capacité à être force de proposition et à faire preuve de réactivité Formation et expérience : Diplômé de l'enseignement supérieur en statistiques bac 3 à bac 5, vous bénéficiez d'une expérience de 2 ans minimum dans le domaine  Le niveau 7 est envisageable selon profilType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/8688905,NA,NA
Statisticien / Statisticienne (H/F),29 - BREST,"Description du poste :Pour accompagner le développement du Groupe, nous recherchons un Auditeur , qui sera intégré au Service Banque et Fonctions Supports. Il interviendra notamment dans le processus de contrôle des différents modèles statistiques du Groupe, utilisés en particulier dans le cadre de la gestion du risque de crédit système de notation interne notamment, du risque de liquidité, de taux d'intérêt...;Dans le cadre de la réalisation des missions d'audit, le candidat sera amené à : préparer les missions, établir les référentiels et les programmes de travail, mettre en œuvre les travaux d'audit et procéder à l'évaluation des risques, rédiger des rapports et proposer des mesures correctrices, participer aux réunions de présentation des rapports d'audit, suivre l'application des recommandations...Description du profil : Vous êtes titulaire d'un Bac+5 d'une école de statistiques ou d'une formation universitaire équivalente, vous justifiez de 3 à 5 années d'expérience professionnelle. Idéalement, vous avez exercé dans le domaine de la bancassurance et maîtrisez l'environnement réglementaire bancaire, notamment la réforme dite « Bâle III », la rigueur, l'esprit de synthèse et l'analyse sont des qualités qui vous sont reconnues et que vous avez à cœur de mettre au service de l'amélioration permanente du fonctionnement de l'entreprise, votre aisance relationnelle et votre capacité à travailler en équipe vous permettent, non seulement de convaincre et de fédérer, mais aussi de communiquer aisément avec les décideurs du Groupe Arkéa, vous disposez de bonnes qualités rédactionnelles, vous souhaitez intégrer un groupe qui vous permette d'exercer votre métier d'expert de façon autonome, stimulante et dynamique.A noter : des déplacements occasionnels peuvent être à prévoir dans le cadre de la conduite des missions d'audit.Type de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/8404964,NA,NA
Statisticien / Statisticienne,77 - RUBELLES,"Vos principales missions seront :	Recueillir, traiter et analyser  la demande, proposer une méthodologie et présenter les résultats sous la forme la plus adaptée à la demande. 	Exploiter informatiquement et statistiquement les données, en réalisant des tableaux d'analyse et interpréter les résultats, 	Exploiter les différents outils informationnels de l'Organisme afin de fournir des informations et des analyses dans le cadre du suivi de l'activité de la Caisse Primaire d'Assurance Maladie.	Assurer un rôle de conseil pour toutes les études utiles au pilotage de l'Organisme.	Contribuer à l'amélioration de la qualité de travail en rendant compte à votre hiérarchie des anomalies ou irrégularités constatées et en participant à des actions ou groupes de travail transversaux.Type de contratContrat à durée indéterminéeContrat travailDurée du travail35H Horaires normauxSalaireSalaire :Annuel de 27000,00 Euros à 27000,00 Euros sur 14 moisDéplacementsDéplacements : Jamais",0,https://candidat.pole-emploi.fr/offres/recherche/detail/100DWCW,NA,NA
Statisticien / Statisticienne (H/F),29 - BREST,"Description du poste :Le Départment Marketing Relationnel recherche une chargée d'études marketing relationnel.Vous participerez à l'atteinte des objectifs globaux du service en oeuvrant à : l'acquisition de prospects et à leur conversion, par la mise en place de dispositif de leads nurturing, au développement du portefeuille clients en cross et upselling drip, trigger..., à la fidélisation du portefeuille client et à la rétention.Identification des segments prioritairesEn fonction des priorités de l'entreprise, vous contribuez à déterminer les segments prioritaires à activer et imaginez les dispositifs adhoc.Définition des campagnes :Vous élaborez des programmes marketing relationnels parcours clients, plans relationnels, plan d'activation, plans de relance... différenciés par segments,Vous planifiez les actions,Vous définissez les cibles pertinentes, en intégrant des données issues du datamining,et en inscrivant les campagnes dans une logique de maîtrise des de la pression commerciale,Vous sélectionnez les canaux de communication pertinents,Vous proposez les modalités de l'action, permettant éventuellement l'enrichissement de la connaissance client,Vous rédigez et transmettez les besoins métier aux équipes en charge de l'outil de gestion de campagne campaign manager et MOA,Vous supervisez la bonne exécution des actions : respect des plannings, recette des cibles et des contenus...Amélioration continue :Vous veillez à l'amélioration continue des campagnes à partir de l'analyse des suivis,Vous êtes en veille sur les dispositifs marketing innovants en lien avec les aspirations sociétales actuelles,Vous veillez à la rentabilité des investissements engagésDescription du profil :Diplomée Bac+4/5 avec une spécialisation marketing, vous disposez d'une première expérience réussie en matière de marketing relationnel et d'activation. Vous êtes motivé, dynamique, force de proposition, appétent à la technique, dans un esprit de conquête et de développement..Type de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/6869040,NA,NA
Statisticien / Data manager H/F,69 - Rhône,"La mutuelle distribue ses solutions d'assurance en direct agences et vente en ligne ou en marque blanche avec des partenaires distributeurs. Elle partage ses moyens avec le groupe  Alptis Assurances .   Nous recrutons pour notre siege a  Lyon un Statisticien / Data manager H/F en CDI.   Rattachee a  l'actuaire de Miltis, vous serez en charge d'organiser le traitement de la data au sein de la mutuelle, de la reception et la consolidation des donnees a  la mise en place de controles.  Vous structurez et organisez les process d'echanges des donnees avec nos delegataires. Vous documentez un dictionnaire de donnees.  Vous etes garant de la qualite des donnees en mettant en place des controles et en suivant les corrections.  Vous pilotez la conception d'un DataWareHouse en partenariat avec la DSI du groupe Alptis Assurances afin d'integrer, de consolider les donnees et de mettre en place des analyses. Vous en assurez la maintenance.  Vous mettrez en place des reportings et des tableaux de bord a  destination de l'ensemble des directions Direction Generale, Direction Financiere, Audit, Actuariat. Vous prendrez en charge toutes demandes d'analyses ponctuelles relatives a  la data.   De formation Bac+5 en Statistiques / bases de donnees, vous possedez une experience d'au moins 4 en gestion de base de donnees et une tres bonne maitrise de SAS et EXCEL.  A l'aise avec les chiffres, vous aimez manipuler des donnees. Autonome, organisee et rigoureux, vous etre force de proposition et possedez un bon sens de l'analyse.  Votre rigueur et votre curiosite sont des atouts pour reussir cette mission.Type de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/6696170,NA,NA
STATISTICIEN (H/F),67 - STRASBOURG,"Recherche: STATISTICIEN H/FRattachée au responsable achats du département, vos missions seront les suivantes :Analyse de l'existant en se basant sur l'historique des consommations sous ExcelTravail et consolidation en lien avec les autres départementsPrévisions en fonction des données météorologiqueMise en place d'outils de modalisation de consommationValorisation des enjeux d'achats, notamment l'impact sur les offresMission en intérim de 9 mois. Poste à pourvoir de suite.Type de contratMission intérimaire  9 MoisContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/6041234,NA,NA
Data Manager et biostatisticien(ne) recherche clinique CDI H/F,France,"Parce que vous placez le patient au ceur de votre engagement, votre expertise et votre enthousiasme nous intéressent, Rejoignez le plus important groupe hospitalier privé à but non lucratif de France  Le Groupe Hospitalier Paris SaintJoseph est né le 01 janvier 2020, de la fusion de l' Hôpital Marie Lannelongue et de l' Hôpital Paris SaintJoseph De réputation nationale et internationale : une dynamique d'excellence toujours au service des patients, et un engagement fort dans l'innovation et la recherche pour rester à la pointe des avancées médicales Nos domaines de spécialisation selon nos sites :  Hôpital Marie Lannelongue Le PlessisRobinson92 : pathologies cardiovasculaires et pulmonaires complexes du nouveauné à l'adulte  Hôpital Paris SaintJoseph Paris 14ème arrondissement : 25 services de spécialités médicales, chirurgicales et obstétriques, organisées autour de centres pluridisciplinaires et d'instituts hautement spécialisés. Le/la Data Manager et biostatisticienne recherche clinique assure la création, le suivi, le contrôle, le traitement et l'analyse statistique des bases de données des projets de recherche clinique, en relation étroite avec toute l'équipe du Centre de recherche Clinique du Groupe hospitalier Paris Saint Joseph, l'investigateur le coordonnateur et le méthodologiste de l'étude ainsi que l'ingénieur statisticien du département de l'information médicale de l'hôpital. Les missions seront les suivantes: Participer à l'élaboration du plan d'analyse statistique des protocoles, en lien avec l'investigateur et le méthodologiste responsable Elaborer des cahiers d'observation CRF, eCRF à partir d'un protocole d'essai clinique Réaliser et mettre en production des bases de données cliniques, Définir et programmer des contrôles de cohérences. Valider des données suivi des queries : envoi et traitement des retours, contrôle qualité. Préparer des réunions de revue des données production de listing et de rapports. Gérer les comptes utilisateurs, la formation des utilisateurs. Assurer la réconciliation de différentes bases de données EIG, PV, codification, données externes . Gérer et traiter les données numériques pour l'analyse statistique. Assurer l'analyse statistique des bases de données cliniques. Rédiger des rapports d'analyse, validés en collaboration avec le référent statisticien et communiquer les résultats au promoteur et aux investigateurs jusqu'à la publication. De Formation scientifique de niveau bac  2 à Bac 5 en gestion des données et une première expérience dans ce domaine est souhaitée. Bonne connaissance de la recherche clinique et de la réglementation : Cnil, BPC, ICH, Loi Jardé. Bonnes connaissances des outils de programmation, statistiques R, python, SASet bureautique . Rigueur scientifique, réactivité, adaptabilité, capacités d'analyse et de synthèse et esprit d'équipe sont des qualités qui vous permettront de réussir sur le poste Temps plein, 35h du lundi au vendredi. AmpliType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/8595661,NA,NA
Études et prospectives socio-économiques,29 - BREST,"Description du poste :Le Département ""Modélisation Statistique des Risques"" est un des départements constituant la Direction des Risques du Crédit Mutuel Arkéa.Ses missions premières sont l'évaluation du risque de crédit des clients en fonction de leur profil et du risque opérationnel ainsi que le calcul de l'exigence en fonds propres associée aux risques pris par la banque. A cela, s'ajoutent différentes études statistiques pour la Direction en raison de nombreux et nouveaux projets impliquants pour le Groupe.Pour conforter cette équipe dynamique composée d'une dizaine de collaborateurs, nous recherchons un statisticien.Ce que vous pouvez attendre de la mission :Modéliser les comportements des clients en matière de risque de crédit datamaning, scoring, classification, typologie, régression,..., coordonner, en relation avec les équipes informatiques, leurs mises en place opérationnelles,Mener des analyses statistiques dans le domaine du risque de crédit en lien avec l'actualité économique, réglementaire ou encore stratégique de l'entreprise,Assurer le suivi des modèles,Assister les conseillers bancaires sur le Système de Notation Interne.Les travaux menés concernent l'activité bancaire du Groupe, y compris les filiales, et s'effectuent en lien avec toutes les structures du Groupe impliquées dans la maîtrise des risques et la qualité de la donnée.Description du profil :Ce que nous attendons de vous :Vous êtes diplômée de l'enseignement supérieur Bac +5 avec une spécialité en Statistiques, Économétrie et/ou Mathématiques Appliquées,Vous maîtrisez les techniques statistiques et les outils associés SAS, R, ainsi que les outils bureautiques,Vous justifiez d'une première expérience professionnelle que vous avez exercée idéalement dans le domaine de la bancassurance,Vous faites preuve de rigueur, d'autonomie au quotidien, rédactionnelles et disposez de grandes qualités relationnelles pour un travail en équipe,Vous souhaitez évoluer dans une équipe jeune et dynamique, apporter vos compétences et continuer à progresser avec les nouvelles technologies dans un Groupe qui vous offre de réelles perspectives de développement personnel.Type de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/8404906,NA,NA
Programmeur Statistique Expérimenté (H/F),92 - LEVALLOIS PERRET,"Nous sommes specialises dans tous les secteurs de services des etudes cliniques : strategie et soumissions reglementaires, etudes de faisabilite, mise en place et monitoring, data management, bio statistiques et ecriture scientifique. Nous intervenons dans les differentes phases de developpement, les phases cliniques I a  IV, epidemiologie et les enquetes.   A ce jour, Keyrus Biopharma fournit de l'expertise et de la consultance dans tous les secteurs de la recherche clinique sur base de son experience et a su s'adapter aux exigences de nouveaux environnement/secteurs tels que la nutrition, la biotechnologie, la cosmetologie et les dispositifs medicaux.        Taches principales  :      Developpement et validation de tables, listings et graphiques   Developpement et validation de macros programmes standards et specifiques   Developpement et validation de macros programmes standards et specifiques au format ADAM   Documentation technique   Participation a  l'amelioration continue du systeme qualite   Identification et enregistement de Non Conformites          Competences requises  :      Maitrise orale et ecrite de l'anglais   Maitrise de SAS/BASE, SAS/MACRO   Connaissance de SAS/STAT, SAS/GRAPH   Connaissance du CDISC   Connaissance des BPCs et ICH Guidelines   Bonne qualite relationnelle          Profil  :      Formation bac+2 ou 3   3 d'experience en programmation statistique en CRO ou industrie pharmaceutiqueType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/9465885,NA,NA
Programmeur Statistique H/F,92 - LEVALLOIS PERRET,"Nous sommes specialises dans tous les secteurs de services des etudes cliniques : strategie et soumissions reglementaires, etudes de faisabilite, mise en place et monitoring, data management, bio statistiques et ecriture scientifique. Nous intervenons dans les differentes phases de developpement, les phases cliniques I a  IV, epidemiologie et les enquetes.   A ce jour, Keyrus Biopharma fournit de l'expertise et de la consultance dans tous les secteurs de la recherche clinique sur base de son experience et a su s'adapter aux exigences de nouveaux environnement/secteurs tels que la nutrition, la biotechnologie, la cosmetologie et les dispositifs medicaux.    Nous recherchons un Programmeur Statistique H/F :     Vos principales taches seront:    Programmation des datasets d'analyse CDISCADAM   Redaction et validation de la documentation technique   Programmation SAS ou R des analyses statistiques tables, listings et graphiques    Profil:    Organisee, rigoureuxse, maitrisant l'anglais et appreciant le travail d'equipe, vous maitrisez les langages SAS BASE, MACRO et SQL.   Une premiere experience en programmation statistique dans une CRO ou laboratoires pharmaceutiques serait un atout. Une connaissance CDISC ADAM, SDTM egalement.    Poste base a  TunisType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/9465419,NA,NA
Ingénieur statistique (H/F),59 - LILLE,"Engineering  Ingénieur statistique H/F  Réf 97896918  Lille HautsdeFrance: Engineering ,    Pour mener a  bien votremission, vous serez en charge :   A· De mener des etudes autour du risque   A· De proposer des solutions pour optimiser les processus   A· Suivre les risques par le biais de reporting     Profil de candidat recherche :     Les competences techniquesdemandees pour le sont les suivantes:   o  SAS    o  Reporting    o  Universdu credit    o  Analysede donnees etudes, modelisation, plan d'action    Deformation en informatique, vous vous justifiez d'une experience d'au moins 2ans sur un similaire, idealement en credit/Finance.   Vous avez le sens des responsabilites,une veritable capacited'analyse et vous souhaitez developper voscompetences?   Alors n'hesitez pas a  rejoindrel'aventure BK Consulting Nord.   Reellesopportunites de carriere dans une entreprise en pleine croissance!   #DevenezLaMeilleureVersionDeVousMeme      Competences :      SAS   ReportingType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/9380391,NA,NA
Chargé d'études statistiques (H/F),79 - NIORT,"Rôle :  Assure la livraison récurrente hebdo, mensuelle. du pilotage des entités Auto, partenaires.  Actualise des reporting destinés à la Direction.  Réalise des requêtes ponctuelles destinées à différentes entités : Indemnisation, marketing, les équipes support, produits.  Contribue aux projets décisionnels et/ou pilotage Profil :  Minimum 1 an  Assurance/Sinistre un plus  Sas Guide  SasType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/9462502,NA,NA
Chargé d'études statistiques / actuarielles F/H (H/F),79 - NIORT,"Chargé d'études statistiques / actuarielles F/HRejoignezune équipe de 13 collaborateurs au sein du Pôle Flux Clients à NiortLa mission du Pôle ?Les principales missions de l'équipe PHARE sont :·d'estimer les sollicitations clients / prospects MAAF et leurs canaux de contact téléphone, mail, internet·d'identifier les ressources nécessaires en interne pour répondre à ces sollicitations·d'organiser et planifier les centres de relation client et de gestion pour optimiser leurs activités·de suivre / analyser les sollicitations clients et le traitement de ces dernières·de participer aux projets d'optimisation de distribution de ses sollicitationsNotre objectif est de satisfaire nos clients ; en leur permettant l'accessibilité à l'enseignedans les meilleurs délais !Votre mission ?Etre garant des données inhérentes aux flux clients pour pouvoir alimenter les études et reporting, nécessaires à la prise de décision de la direction.RESPONSABILITES·Garantit le choix et la fiabilité des indicateurs fournis, la pertinence des outils élaborés.·Garantit l'apport d'informations / orientations / conseils nécessaires à la prise de décision.·Contribue à la conception et à l'évolution des outils et méthodes nécessaires à ses analyses.·Identifie et met en place les indicateurs de pilotage de la performancePRINCIPALES ACTIVITES CONFIEES OU SUSCEPTIBLES DE L'ETRE·Elabore la stratégie Data du service : identification des données pertinentes, définition des indicateurs, niveau de qualité, .·Travaille en étroite collaboration avec les statisticiens pour le recueil des besoins de pilotage et d'analyse·Administre et sécurise les extractions de données pour les pilotages et analyses du service·Contribue aux évolutions de la distribution études d'impacts et implémentation et aux projets relatifs aux Flux expression de besoins d'un point de la Data·Participe à l'analyse et à la modélisation des données·Elabore des applications métier à partir des outils de data visualisation·Participe aux points d'échange réguliers avec la DTSI autour de la DATAEt si c'était vous ?Nous recherchons une collaborateurtrice à l'aise avec les chiffres et leur utilisation dans le cadre du pilotage de l'activité.Une bonne maîtrise des outils SAS et EXCEL fonctions avancées est nécessaire pour manipuler les données et automatiser les outils.En plus de votre capacité à être autonome et votre esprit d'équipe, les compétences comportementales clés sont : Etre orientée vers l'action / le résultat. Avoir le sens de l'animation et de la communication Savoir analyser et synthétiser. Avoir le sens de l'organisation. La rigueurEn complément, nous attendons dude la future collaborateurtrice une réelle capacité d'adaptation dans un domaine en perpétuelle évolution.Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ?Covéa, c'est un groupe d'assurances puissant réunissant trois marques complémentaires MAAF, MMA, GMF.C'est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l'assurance.Alors, envie de construire le futur ? Rejoigneznous.Type de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/9448377,NA,NA
Chargé / Chargée d'études statistiques (H/F),79 - NIORT,"Description du poste :Manpower CABINET DE RECRUTEMENT DE NIORT recherche pour son client, un acteur du secteur Assurances, un Chargée d'études statistiques H/F en CDD sur Niort 79. Intégrée au sein du Pôle collecte de données, votre mission consiste à réaliser des études et prévisions, en mettant en ¿uvre des solutions et modèles statistiques / actuariels adaptés, et de contribuer ainsi aux équilibres économiques et à la prise de décision :A ce titre, vous êtes en charge de : Requêter et compiler des données de contrats d'Assurances contrats, primes, franchises... issues des Directions Techniques. Suivre et analyser l'activité production, chutes, du portefeuille, Contribuer aux calculs des engagements provisions mathématiques, autres provisions techniques ... et aux travaux de clôture semestriels et annuels Réaliser les états réglementaires Contribuer aux comptes prévisionnels Répondre à des besoins spécifiquesVous travaillerez au moyen d'outils de requêtage de bases de données Buiness Object et SAS De formation BTS Assurances ou Formation en économie et gestion avec des connaissances en assurances, vous avez une grande sensibilité aux maniements des chiffres. Expérience dans des fonctions d'analyses statistiques, Aisance dans la manipulation de données, Une bonne connaissance des outils Business Object, SAS et Excel est impérative, Aisance au niveau de l'expression écrite et orale. Coopération/Travail en réseauxUne expérience dans le domaine de l'épargne/retraite/prévoyance serait un plus.Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicapType de contratContrat à durée déterminée  6 MoisContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/9434842,NA,NA
Chargé d'études statistiques H/F,92 - Hauts de Seine,"Lynks Partner recrute pour l'un de ses clients, acteur majeur dans le secteur de l'assurance, un Chargé d'Etudes statistiques H/F en CDI. Au sein d'une équipe de 3 personnes, vous serez en charge de : Réaliser et en contrôler tout type de compte technique en prévoyance et santé, notamment en participant aux travaux d'inventaire, en réalisant les comptes entreprises et les comptes de résultat de tout type de contrats. Calculer et contrôler les provisions techniques. Réaliser et en contrôler les tableaux de bord nécessaires aux opérations de redressement et de tarification des produits. Réaliser le suivi des opérations de redressement et en contrôler les états réglementaires, Participer aux travaux de modélisation prospectifs et de pilotage ex : calcul de best estimate. Déterminer les impacts techniques consécutifs aux évolutions réglementaires, légales et juridiques et en mettant en place les adaptations ou les nouveaux dispositifs correspondants. Rédiger des notes d'explications correspondant aux différents travaux menés. Réaliser certains travaux à la demande de la hiérarchie et traiter les dossiers les plus complexes et mener les actions nécessaires auprès des services concernés. Participer aux travaux sur la fiabilité des données et au maintien du Datawarehouse Vous êtes diplômé du titre d'actuaire ou d'un Master 2 de type statistique, mathématiques appliquées et vous avez une expérience professionnelle d'au moins deux ans en tant que chargé d'études actuarielles. Organisé, rigoureux et consciencieux, vous avez une bonne capacité d'adaptation et appréciez travailler en équipe. Une connaissance des inventaires en santé et prévoyance est un plus. Type d'emploi : Temps plein, CDI Salaire : 42 000,00€ /anType de contratContrat à durée indéterminéeContrat travail",0,https://candidat.pole-emploi.fr/offres/recherche/detail/9433040,NA,NA
