title,localisation,desc,note,link,entreprise
Data Scientist - Produit (H/F),Paris,"Publiée par :Coraline LASSUS ✮ HAPPN ✮Coraline LASSUS ✮ HAPPN ✮Talent Recruiter chez happnEnvironnement:Vous voulez trouver des insights forts pour accélérer la croissance d’une startup innovante et développer des algorithmes business driven? Rejoignez notre équipe data riche en compétences, vivante et éclectique qui regroupe data scientists, engineers, BI et analysts.On attend de vous que vous soyez force de proposition dans l’équipe, qui est toujours à la recherche d’idées nouvelles!Descriptif de missions:Au travers d’études descriptives et prédictives approfondies, estimation du ROI d’un projet, ton rôle premier sera d’identifier les principaux leviers de rétention et d’engagement par rapport à l’activité sur le produit pour les équipes métiers.Tu seras force de proposition d’opportunités de mise en œuvre de machine learning et / ou scores répondant aux besoins métier pour co-construire la roadmap Produit avec le Product Owner;Participation au cadrage / kick-off avec le Produit: objectif, périmètre, méthode ainsi que capacité d’industrialisation pour obtenir la validation métier et technique avant démarrage;Développement des modèles et méthodes d’apprentissage automatique permettant de répondre à une problématique métier en accord avec la roadmap stratégique. Les problématiques Produit seront liées aux fonctionnalités existantes ou celles en devenir, à la recommandation de profil ou encore à la création de valeur à partir des données de géolocalisation;Test de robustesse de tes algorithmes sur des jeux de données adaptés;Définition et analyse des A/B tests de monétisation;Vulgarisation de tes travaux (lors des démos et ateliers de travail) en présentations captivantes, visuelles et synthétiques aux équipes business et à la direction afin de mobiliser les différentes équipes associées à tes projets et de te synchroniser avec elles.Méthodologies et bonnes pratiques:Référent en statistique de l’équipe data, tu accompagneras les différents métiers de la data pour mettre en place un A/B tests framework (tests statistiques, KPIs à suivre, périmètre de l’A/B test).Suite à tes études, tu pourras recommander aux ingénieurs BI la mise en place de nouveaux indicateurs clés, perfectionnant les tableaux de bord existants.Tu participeras à l’amélioration de bonnes pratiques au sein du CORE Data science.Profil recherché:De formation supérieure d’une grande école d’ingénieur spécialisée en statistiques / datamining / mathématiques.Vous avez 2 ans d’expérience minimum en tant que data scientist dans le domaine du digitalHard skills (Compétences métier)Obligatoire : Python / SQL / connaissances statistiques et machine learningSubsidiaire : Tensorflow / Elastic Search / Spark / R / Git / TableauSoft skills (Compétences interpersonnelles)Vous êtes owners de vos projets: vous prenez des initiatives, vous êtes flexible et autonome, et faites preuve d’une grande rigueurVous êtes une personne de confianceVous êtes synthétique, clair(e) et avez de bonnes qualités de communicationVous avez l’esprit d’équipe: vous avez un bon relationnel, aimez le partage et le challengeVous savez faire preuve d’empathieProcess de recrutement :Entretien avec l’équipeTestEntretien Manager et DRHDécouvrez HAPPN:happn, c’est :Une startup en plein cœur de Paris (2ème arrondissement, métro sentier / bonne nouvelle)Un Welcome Pack qui vous attend dès votre arrivée (PC ou Mac, c’est vous choisissez !)Un Welcome Breakfast dès votre arrivéeDes équipes multiculturellesUn environnement très agile avec des espaces de travail dédiés par équipeUn afterwork tous les 1ers jeudi du mois pour se retrouver autour d’une ou plusieurs bièresDes parties de baby-foot endiabléesDes initiatives sportives qui ne manquent pas (foot, running, pétanque ...)Un séminaire annuel à l’étranger !Des RTTCafé gratuit à volontéUne mutuelle compétitiveRemboursement de 50% des frais de transportNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursInternetTechnologies et services de l’information",NA,https://fr.linkedin.com/jobs/view/data-scientist-produit-h-f-at-happn-1748254717?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=6&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data-scientist,Aix-en-Provence,"Description du posteDans le cadre du développement de nos activités, nous recrutons unIngénieur Data-scientist. Vos Missions Seront Les Suivantes– Analyse de problématique– Développement en Scala, Python sur des environnements Hadoop, Spark,Cloudera Impala…– Développement d’algorithmes– Développement des modèles de données d’analyse– Déploiement des solutions Big Data– Mise en place d’outils web– Veille technologique et génération de nouvelles propriétésintellectuellesProfilDe formation BAC+5, issu d’une école d’ingénieur ou équivalent orientéeData, vous disposez d’une première expérience significative sur un postesimilaire.Vous maîtrisez les principaux langages de Data Science (R, Python…), lessystèmes de gestion de données & de requêtes, ainsi que les méthodes deMachine Learning.Dans le cadre de sa politique de diversité, Davidson étudie à compétenceségales toutes les candidatures, dont celles de personnes en situation dehandicap.Informations complémentairesExpérience requise : Tout niveau d’expérienceNiveau d’étude requis : BAC +5Salaire indicatif : À définirLieu de travail : ValbonneNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesInternet",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-davidson-consulting-1796669987?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=7&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data Scientist,Paris,"ℹ️  Important note before applying  🙏🏼For this role we are only considering candidates located in Paris or near Paris (+ 1h -) so they can come to the office, we’re cool to have you work a couple of days from home as well.Data Science Team @HeetchDeep learning, hyperparameter tuning, parallel computing? Let’s first get the buzzwords out of the way, at Heetch we care about maximizing the impact rather than hype. For us, a data scientist’s main strength lies more in their capacity to proactively seek out stakeholders and build relationships with them.Our team’s mission is to provide valuable data insights to Product squads in order to help them understand what is going on, discover opportunities and take impactful decisions that will later on improve the whole experience for both our drivers and passengers.Our team's values Transparency: We discuss everything openly within the team. Our 'Speak up' culture is strong. Learn from failures: It's ok to fail, learn from it and try again. Experiment things: Being free is part of our DNA, we can try things as long as it brings value. Caring is sharing: We believe in continuous learning and want you to be proud of what you've learned/built. Sharing is a natural part of the process.What are the challenges Data Scientists face at Heetch? Navigate through thousands of different datasets. Identify hidden business opportunities proactively. Motivate and/or automate data-driven decision-making. Improve our rules and processes around data quality standards. Work in one of the most competitive industries with a challenger status.What will you do? Inside a cross-functional team you will become an expert in your domain’s data. Influence the team roadmap and priorities via product and business analysis. Design experiments such as A/B tests. Develop and present business intelligence dashboards. Work alongside developers, designers, product managers. Uncover hidden opportunities for growth and efficiency for Heetch.Does it sound like you? You have some data manipulation experience (regardless of languages and tools). You create clear and powerful data visualizations (dashboards, presentations...) You can communicate effectively with colleagues from various backgrounds and technical levels. You enjoy specifying data manipulation pipelines to extract value for the company, whether it’s in the form of code, query languages, visual tools or documentation. You want to steer the company in the right direction in terms of data quality standards. You are fluent in English (it’s the language we use within the company, because hey we’re an international team 🙂 )What's next?If your application is selected, the process will be composed of 4 steps: Interview with a Technical Recruiter (45mn). Take home assignment (~5 days deadline). Interview with your future Data Science Manager (1h). Half day on site (Paris) to meet your future teammates and stakeholders.🌈Heetch embraces diversity and equal opportunity for everyone 🌍 We provide a safe and inclusive work environment. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills.For non-European citizens, a valid working visa for France is required to be eligible for the role.Heetch SAS is collecting your personal data (identity, contact details, academic background, professional experience and optionally a covering letter) for the processing of your application to our job offer, based on your consent.Your personal data will only be accessible to our hiring team, our co-founders, and the manager of the position you are applying to. In addition, data are stored by our processor in order to use its applications tracking system. Your data may be stored outside of the EU/EEA but are protected by appropriated safeguards.Your data are stored for a maximum duration of two years. If we do not reply to your application, you allow us to store your data during this term in order to potentially contact you for another position within our company or affiliates and subsidiaries.You have a right to access to your data, to rectify them, under some conditions to erase them, and to limit the processing. Also, you have a right of portability on your data. In addition, you may revoke your consent and we shall stop processing your data. Eventually, you have a right to define directives about the fate of your data if your death should occur.For more information about your rights, please see our privacy policy .Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursMarketing et publicitéTechnologies et services de l’informationInternet",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-heetch-1806342116?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=8&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Junior Data Analyst,France,"Junior Data Analyst – Fragrance Ingredients Management (FIM) - Your future position?Fragrance Ingredients Management is responsible for the management of ingredients and formulae to support Givaudan Fragrance and Oral Care businesses. Integrating the FIM department is participating to the life cycle of our fragrances and be at the cross roads of creation, operations and research.Interested in joining a dynamic team at the heart of the Fragrance Division activity?It could well be your perfect opportunity if you are passionate about data, reports and processes, dealing with fragrance ingredients and formulae. As a Junior Data Analyst, reporting to the FIM Global Administrator, you willBusiness partnerRun analysis and portfolio audits covering Forecasts and Sales performance, Ingredients usage (new molecules and existing palette) and Supply Chain (manufacturing footprint optimization) Interact with analysis’ requesters such as Procurement, Operations, Sales, Technical Perfumers, Regulatory Affairs, Pricing, Science & Technology to understand and challenge their needs  Operational & Systems excellenceBuild a strong collaboration with Corporate functions to ensure a clear data governance  Conduct data quality audits on a regular basis and identify continuous improvement opportunities You?Are you someone who wants to grow and shape your own world? Who thrives being in a culture where you can express yourself in a creative team environment? Who wants to collaborate and learn together with teams who are as passionate as you are? Then come join us – and impact your world.Your professional profile includesTechnical background preferably Significant experience on a global organization in Controlling, Management or Information Technology Excellent IT skills with complex Excel use (formulae, pivots and VBA) Fluent in English mandatory Analytical capabilities as well as critical mind Very good interpersonal skills and team spirit Rigorous, autonomous and manage confidentialityNiveau hiérarchiqueNon pertinentType d’emploiTemps pleinFonctionStratégie/planningSecteursChimieBiens de consommationRestauration collective",NA,https://fr.linkedin.com/jobs/view/junior-data-analyst-at-givaudan-1802158895?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=9&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data scientist H/F  en CDI,La Plaine Saint-Denis,"Publiée par :Mariannie MADAMAMariannie MADAMAChargée de recrutement et d'animation des réseaux sociaux chez La Banque Postale FinancementLa Banque Postale Financement, filiale de La Banque Postale spécialisée dans le crédit à la consommation recherche son prochain Data Scientist H/F en CDI. Rattaché(e) hiérarchiquement au Responsable Pilotage et études clients, tu es en charge de l’analyse des données nécessaire au processus de réflexion stratégique et à la définition du plan marketing annuel.      Tes prochaines missions      Nous aurons besoin de toi en tant que Chargé d’études statistiques pour les missions suivantes :       Réaliser les études statistiques permettant d’analyser le marché et de mesurer la satisfaction clients ;  Proposer et concevoir les outils de pilotage commerciaux et réaliser le suivi des indicateurs ;  Participer à l’élaboration des budgets marketing et à la définition des objectifs commerciaux annuels ;  Réaliser les études de rentabilité des offres et des actions commerciales ; Réaliser des études ponctuelles en utilisant des techniques de machine learning ayant pour but : améliorer les ciblages marketing, anticiper l’attrition, améliorer la connaissance clients ;    Cibler et mesurer les performances des campagnes de marketing direct;  Conduire et participer à des projets.     Maintenant que nous avons parlé des missions, parlons de toi:   Profil       Diplômé du  supérieur bac +4/+5 (Université ou école d'ingénieurs) avec une composante data science.   La manipulation de bases de données et les méthodes de modélisation (machine learning, techniques de score) te sont familières.   Pour une parfaite aisance à ce poste il faut absolument  une bonne maitrise du logiciel SAS et du langage SQL.  La connaissance d’autres langages est également nécessaire (Python ou  R)  Connaissance de l’activité du crédit à la consommation : Produits, Services... Maîtrise des outils et méthodes statistique et datamining Conduite de projetEn plus de ces compétences techniques, il faudra :-  Avoir une bonne capacité à vulgariser tes sujets et à adapter ta communication à ton auditoire;- Etre capable de prendre du recul sur ton travail, avoir un reel esprit critique afin de t'assurer de la pertinence des données utilisées lors de tes travaux. Tes alliés pour cette mission seront : la curiosité, l’esprit de synthèse, une forte réactivité, l’organisation, la rigueur, la compréhension des enjeux...   Date de début : dès que possible   Il va sans dire que ce poste requiert un bon niveau d'expression écrite et orale.   Je pense qu’à ce stade tu as un aperçu de ce que nous attendons de toi !   Viens rejoindre une équipe TOP au sein de laquelle tu pourras évoluer!                                                                                                                                                                                 Niveau hiérarchiqueConfirméType d’emploiTemps pleinFonctionAutreSecteursBanquesServices financiers",NA,https://fr.linkedin.com/jobs/view/data-scientist-h-f-en-cdi-at-la-banque-postale-financement-1779331012?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=10&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data scientist F/H,Agen,"L'entrepriseLeader de son marché, le Réseau PRIMEVER développe des solutions dans les domaines du transport et de la logistique auprès de ses clients, concentrés sur deux secteurs d’activités particuliers : Le primeur (fruits/légumes) et l’industriel.Rejoindre PRIMEVER, c’est intégrer un réseau familial de 2600 collaborateurs, 38 sites, fort de ses valeurs et en plein développement grâce à l’implication quotidienne de son personnel.Rejoignez-nous !Description Du PosteDans le cadre d’une création de poste, nous recherchons pour notre site basé à Agen, un Data Scientist.Rattaché au Responsable Supply chain, vos analyses contribueront à trouver de nouveaux axes d’optimisation, des leviers de croissance ou encore à identifier de nouveaux usages et modes de fonctionnement.Pour Cela, Vous Aurez Pour MissionsIdentifier les données disponibles - internes et externes, amont et aval – pour réaliser les analyses, et s’assurer du développement des outils adaptés au SI, Construire des outils de collecte,Gérer et analyser des données,Fournir des recommandations stratégiques et prédictives métier en fonction de la problématique et des données,Construire des services à valeur ajoutée ou participer à des développements spécifiques internes,Profil recherchéDe formation Bac +5 en école d'ingénieur, ou un master 2 avec une spécialisation en statistiques / informatique / data science, vous justifiez d'une première expérience réussie d'au moins 2 ans.Vous avez de bonnes connaissances et un fort intérêt pour la statistique et l'analyse des données. Vous maîtrisez un logiciel de data science. Vous êtes doté de capacités et de goût pour l'analyse des chiffres et l'investigation. Vous avez des qualités de persévérance, de rigueur, de précision et de rédaction.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursRecrutement Ressources humainesTransports routiers et ferroviaires",NA,https://fr.linkedin.com/jobs/view/data-scientist-f-h-at-reseau-primever-1829614049?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=11&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data Scientist H/F,Paris,"Dans le cadre de sa croissance dans le domaine de la Data à travers son pôle Data Tech, Amayas Consulting est à la recherche de talents dans le domaine de la Data science.       En tant que Datascientist, vous serez responsable de :       ·        Recueillir et analyser les besoins Métiers   ·        Développer la Proof Of Concept (POC) en coordination avec les équipes MOE de la Direction des Systèmes d’information   ·        Proposer des solutions fonctionnelles et techniques innovantes   ·        Préparer les données : identifier, collecter, et redresser les données internes ou externes pertinentes   ·        Développer/programmer la solution sur un socle technique Python, Spark, R, …   ·        Communiquer avec les autres acteurs du projet (équipe infrastructure/exploitation, équipe recette…) pour la phase d'industrialisation de la solution   ·        Formaliser et rédiger les supports de présentation nécessaires à l’accompagnement, et l’acculturation des équipes.   ·        Effectuer un travail quotidien de veille technologique: tester, modéliser les solutions issues des recherches universitaires, de l’open Data ou autres.   ·        Réaliser des interfaces web de vos différents modèles développés.       Votre Profil :       ·        Titulaire d’un diplôme d’ingénieur ou universitaire   ·        Première expérience professionnelle de datascientist.   ·        Connaissance d’un ou plusieurs langages de programmation : Python, R   ·        Connaissance en développement d’applications : Flask/Node.JS,…           Afin de pouvoir revenir vers vous dans les plus brefs délais, merci de bien vouloir joindre votre CV lors de votre candidature.Niveau hiérarchiqueManagerType d’emploiTemps pleinFonctionIngénierieConseilSecteursTechnologies et services de l’information",NA,https://fr.linkedin.com/jobs/view/data-scientist-h-f-at-amayas-consulting-1788376507?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=12&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data Scientist,Paris,"About DatadogWe're on a mission to build the best platform in the world for engineers to understand and scale their systems, applications, and teams. We operate at high scale—trillions of data points per day—providing always-on alerting, metrics visualization, logs, and application tracing for tens of thousands of companies. Our engineering culture values pragmatism, honesty, and simplicity to solve hard problems the right way.The OpportunityYou will have a fantastic team of data engineers to support you, a collaborative environment to encourage your work, and the best technologies for performing data science at high scale in your toolkit.You WillPresent the latest academic research papers to your team. Research and benchmark the latest algorithms that can be used for our particular use-cases. Apply machine learning algorithms and statistical techniques to build new product features. Deploy a new feature to production, instantly affecting customers with your work. Mentor other data scientists on your team. Explore and find meaning in extremely high volumes of data. Investigate and fix a production issue from a service your team owns. RequirementsYou have 2 + years professional experience You are fluent with SQL / relational algebra. You have mastered working with data in a language such as Python, R, or Julia. You’ve done data science at high scale with tools like Hadoop and Spark. You have backend programming experience in one or more languages. You have significant experience applying machine learning to real business problems. You want to work in a fast, high-growth startup environment and thrive on autonomy. You care about code simplicity and performance. You have a BS/MS/PhD in a scientific field or equivalent experience. You can explain complex ideas and algorithms in understandable ways. Bonus PointsYou’ve written production data pipelines. You’re familiar with time series analysis.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesInternet",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-datadog-1611637585?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=13&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data Scientist,Paris,"About Datadome :DataDome is one of the fastest growing tech start-up in Paris. We offer a cutting edge technology, based on AI & Machine Learning, that protects in real-time eCommerce websites against advanced cyber attacks, such as credential stuffing & intensive scraping.Today, we are proud to protect more than 10 000 domains worldwide, including TripAdvisor, The New-York Times, Carrefour, BlaBlaCar, Rakuten, Veepee, Adevinta.Our offices in Paris & New-York gather talents coming from 10 different countries and our team is working in a highly stimulating and fascinating industry, focusing on the security and reliability of our customers sites, keeping an eye on new attacks and new technologies and making our solution as reliable, fast and scalable as possible.Our Dashboard technical stack is mainly composed ElasticSearch for the storage, Symfony 5 & Angular 8 for our dashboards. Our infrastructure is deployed on AWS, GCP and Azure, using Docker, Ansible and Terraform, and monitored with Grafana and Prometheus. The team:We are looking for a Data Scientist who will be in charge of improving our detection algorithms. You will also design, implement and push them on production based on our existing technical stack.You will be more specifically in charge of:Extracting samples from our large traffic DataSets Looking for new features to implementUsing our feedback loop to update model close to realtimeMoving batch detection to RealTime stream analysisReading state to the art research papersWrite technical papers and publish them on our tech blogYou’re the perfect candidate if you:Can argument the potential value of a research paper and implement itAre not afraid of working on very large datasetsHave been working on ML for 3+ yearsHave a strong programming background in Python, Java or ScalaCare about code quality, simplicity and performanceHave a BS/MS/PhD in a scientific field or equivalent experienceBonus points You are more interested in R&D than writing thousands of lines of codeYou've worked at high scale with systems like Apache Kafka, Apache Flink or ElasticSearchYou have a previous experience in building your own web crawler You understand how internet worksWhat we offer if you join our dream team:A stimulating working environment with passionate individuals and a first-class R&D team creating a top-quality and innovative solution, making DataDome one of the strongest performers in the bot protection industry globally.A joyful workplace with many events throughout the year: annual offsite, summer and Christmas parties; drinks, breakfast every Friday morning...Amazing office located Rue de Rivoli with a 360 view of the most beautiful city in the world!A lunchr cardA health insurance plan with excellent coverNiveau hiérarchiqueNon pertinentType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursSécurité informatique et des réseauxLogiciels informatiquesTechnologies et services de l’information",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-datadome-1796256878?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=14&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
DATA-ANALYST,Paris,"MissionsDans une équipe de près de 100 collaborateurs, vous interviendrez sur des missions à forte valeur ajoutée au coeur des problématiques métiers de nos clients grands comptes. Interlocuteur privilégié de nos clients, vous les accompagnez et les conseillez dans leur stratégie d’optimisation e-business en éclairant leurs décisions grâce à une approche data-driven.Vous Aurez Pour Mission DeGarantir la fiabilité des données récoltées : Mise en place des outils de digital analytics et des gestionnaires de tags (Google Analytics, Adobe Analytics, Google Tag Manager, Tag Commander…)– Rédaction des plans de marquages– Suivi de l’implémentation– Configuration des plateformesRendre la donnée accessible…– Création de tableaux de bord automatisésLa rendre actionnable afin d’améliorer l’expérience utilisateur– Analyses quantitatives et qualitatives du comportement des visiteurs– Formulation de recommandations d’optimisation et leur réalisation en collaboration avec toutes les expertises métiers de l’agence.Mettre en place des actions d’optimisation au travers de campagnes de tests AB, multi-variés et personnalisation, en prenant en compte les contraintes globales de design, de front-end et de contenuProfilDe Formation Supérieure Type École De Commerce, Sciences Po, École D’ingénieur, Passionné(e) D’UX Et De Data, Vous Justifiez D’une Première Expérience De 2 Ans Minimum En Tant Que Digital Analyste, Dans Le Conseil Ou Chez L’annonceurVous maîtrisez au moins un outil webanalytics (AT Internet, Google Analytics, MixPanel) et, si possible, de tag management (Tag Commander, Google Tag Manager,…).Vous avez une capacité à faire parler les chiffres et leur donner une portée stratégique et business,Vous avez un esprit d’analyse et de synthèse et une excellente compréhension des enjeux et des leviers du marketing digital.VVous avez une bonne sensibilisation aux méthodes de gestion de projets agilesVOTRE PERSONNALITÉDoté(e) d’une implication hors pair, vous êtes reconnu(e) pour votre capacité à vous investir sur des projets ambitieux et ayant une forte aptitude à la communication écrite et orale. Vous appréciez le contact client et avez le sens de l’initiative.Rigoureux (se) et précis(e), vous aimez le travail en équipe et savez aussi faire preuve d’une grande autonomie dans la conduite de vos missions.Vous voulez vous investir dans des projets d’entreprise de grandes marques, où votre dynamisme, vos qualités de synthèse et d’autonomie seront un gage de réussite.Passionné(e) et curieux (se), vous êtes en veille technologique constante sur vos domaines de prédilection. LES +Passionné(e) des problématiques data,Curiosité intellectuelle, Culture de marque, Capacité à travailler en équipes pluridisciplinairesOPPORTUNITÉSVous interviendrez sur des projets à forte visibilité,Vous serez formé et certifié sur les différents outils webanalytics ,,Vous participerez tous les mois à une journée de partage de la connaissance entre experts.Vous utiliserez des méthodes et des technologies innovantes,Avec une perspective d’évolution réelle liée à la croissance de la société, vous développerez une collaboration fructueuse tant chez UX-REPUBLIC que chez nos clients.Nous vous proposons d’intégrer une des entreprise montante de l’UX en France, déjàleader sur son secteur, et d’y occuper un poste polyvalent et responsabilisant.Vous êtes motivés ?Rejoignez-nous  en postulant à click apply Poste basé sur Paris et région île de France et à pourvoir dès que possible . Une rémunération afférente à ce poste sera à définir selon le profil du candidat retenu.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionTechnologies de l’informationSecteursMarketing et publicitéInternetConseil en management",NA,https://fr.linkedin.com/jobs/view/data-analyst-at-ux-republic-1767488725?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=15&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data Analyst  H/F,Lyon,"A propos de BedrockBedrock est leader européen dans la conception et le développement de plateformes de streaming pour les grands groupes de médias. Fondée par M6 et RTL Group / Bertelsmann, la société compte aujourd’hui plus de 200 collaborateurs répartis entre les sites de Paris et de Lyon, et près de 30 millions d’utilisateurs en Europe. Dans le cadre d’une forte croissance de ses investissements technologiques, Bedrock vise un doublement de ses effectifs d’ici 3 ans.Si vous êtes passionné(e)s par l’univers des technologies et des médias, et que vous aspirez à développer les applications de streaming vidéo de demain, rejoignez-nous !Missions principalesAu sein du pôle Data, nous recherchons des Data Analyst pour intégrer une équipe en forte croissance composée de Lead Data, Machine Learning Engineer, Data Scientists. Votre rôle consiste à faire parler la donnée et faciliter la prise de décision :Extraire et traduire des données brutes en données actionnables en établissant les définitions et les « data models » permettant leur utilisation à des fins de mesure de la performance business et opérationnelAnalyser et modéliser nos larges quantités de données afin d’améliorer l’expérience de nos utilisateursDévelopper et maintenir la documentation techniqueCommuniquer et évangéliser les utilisateurs de la dataIdentifier des nouvelles sources de données pertinentesAssurer une veille sur la qualité des donnéesQualificationsDiplômé(e) d’un Master en Statistiques ou Mathématiques appliquées, Économétrie ou Data Science, vous disposez d’au moins 2 ans d’expérience sur un poste similaire.Vous avez une excellente maîtrise des bases de données SQL et des compétences avancées en statistiques /informatique. Vous faites preuve d’une grande curiosité, d’excellentes capacités d’analyse et de synthèse ainsi qu’une forte appétence pour la résolution de problème.Vous disposez de réelles aptitudes avec la manipulation de données chiffrées , en organisation ainsi qu'un fort esprit d'initiativeVous aimez faire du storytelling en utilisant la data visualisationVous avez un bon niveau d'anglais oral et écrit.Tech@BedrockBack-end : PHP, Symfony,...Front-end : JS, React, Vue, Node,...DevOps : AWS, Kubernetes, Terraform,...Data : Python, Scala,...Mobile : Swift, Java,...Life@BedrockIntégrer une société tech en forte croissance avec plus de 10 ans d’expériences et s’appuyer sur de solides actionnaires dans le monde des médias,Passion, curiosité et esprit d’équipe dans un environnement “challenging” et unique,Développement des compétences et large place au “knowledge sharing” : conférences, meetups, talks, veille, R&D,...Plus de 200 collaborateurs à la Technique et au Produit. Des équipes agiles (maximum 8 personnes) et une proximité avec le management.Niveau hiérarchiqueConfirméType d’emploiTemps pleinFonctionTechnologies de l’informationSecteursTechnologies et services de l’informationDivertissementsMédias en ligne",NA,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-bedrock-1821622835?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=16&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Consultant Data Scientist F/H,Boulogne-Billancourt,"Vos Missions:Dans le cadre de notre pôle Data Science, nous souhaitons recruter un Data Scientist pour assurer des missions de conseil chez nos clients, dans des équipes pluridisciplinaires. Les missions de conseils nécessitent :La compréhension des cas d’usage et la transformation des donnéesLa proposition de modèles d'analyse et de valorisationL'implémentation de nouvelles solutions méthodologiques et technologiques du traitement de ces données dans divers secteurs.Nos clients sont entre autres présents dans les secteurs du retail / e-commerce, bancassurance, énergie, industrie.Le champ d’intervention de nos consultants s’étend sur une grande variété de problématiques : modélisation dans le marketing digital, maintenance prédictive, voitures autonomes, détection d’objets dans des images.   Votre Profil : École d’ingénieur ou master avec une spécialisation DataDoctorat sciences/informatique/mathématique avec pratique dans des cas industrielsParticipation à des challenges Data science, concours Kaggles, driven dataVous justifiez d’un minimum de 3 ans d’expérience sur un poste similaire Compétences requises : Solides compétences en programmation tels que R, Python et de langages de gestion de BD (SQL, NoSQL)Compétences d'analyse et aptitudes à résoudre des problématiques de façon créativeMaîtrise des algorithmes de Machine Learning (supervisés et non supervisés)Justifier d’une première expérience en gestion de projetAnglais courant Qualités requises :  Grande rigueur, aisance orale et écrite (présentations, rapports, articles...)Implication et capacité de travail en équipeAutonomie, agilité et créativitéNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesInternet",NA,https://fr.linkedin.com/jobs/view/consultant-data-scientist-f-h-at-viseo-1710603484?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=17&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
Data Analyst / Data Scientist,Levallois-Perret,"Vous bénéficiez d’une expérience significative dans le traitement et l’analyse de données structurées et non structurées. Vous disposez de solides compétences en algorithmie, en statistique et en informatique.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesInternet",NA,https://fr.linkedin.com/jobs/view/data-analyst-data-scientist-at-ametix-1768210769?refId=6476d7d7-9cd4-43f1-b112-6ee39b6a3bb7&position=18&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,NA
