title,localisation,desc,link,date,entreprise,note
Data scientist intelligence artificielle confirmé H/F,92 - MONTROUGE,"Vous rejoindrez le DataLab Groupe au sein de la Direction Client et innovation. Le DataLab Groupe a renforcé ses activités d'Intelligence Artificielle sémantique analyse de corpus textuels et de bases de données documentaires, développement de bots. par la création d'une unité dédiée afin de répondre aux besoins des Caisses régionales et filiales du Groupe. Le Data Scientist confirmé aura la responsabilité de contribuer aux activités de l'unité IA sémantique du DataLab Groupe. A ce titre, ses missions consisteront à :  Accompagner les métiers dans la compréhension du besoin et la construction de la proposition technique,  Modéliser et développer des approches par machine/deep learning et de traitement de données nonstructurées de type texte pour résoudre les problèmes complexes en intelligence artificielle et en analyse sémantique,  Accompagner les Data Scientists débutants dans l'amélioration continue et avancée des solutions « inhouse » d'IA,  Collaborer avec les Data Engineers dans le développement et le packaging pour industrialiser et mettre en production les solutions d'IA  Faire de la veille scientifique en intelligence artificielle et identifier les approches et outils à forte valeur ajoutée pour les métiers,  Communiquer les résultats des travaux auprès des experts métiers et partenaires techniques. Première expérience réussie dans la mise en place de solutions d'IA en analyse sémantique dans un environnement de production Docteur/Ingénieur en intelligence artificielleType de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9718161,2020-04-29,NA,NA
Data Scientist (H/F) [CDI],France,"Bodyguard propose une technologie d'intelligence artificielle unique au monde qui protège les personnes et les entreprises de la haine en ligne et du cyberharcèlement. Nous protégeons actuellement plusieurs dizaines de milliers de personnes journalistes, influenceurs, politiques, particuliers par le biais d'une application mobile. En 2020, nous avons pour ambition d'améliorer la vie sur le Web en protégeant toujours plus d'acteurs notamment familles et entreprises du cyberharcèlement, de la haine et autres comportements nuisibles à l'humain et la société. En pleine croissance, soutenue financièrement par de nombreux investisseurs reconnus fonds, business angels, Google etc. et située au sein de l'accélérateur de l'Allianz Riviera à Nice, nous construisons en ce momentmême l'équipe qui fera de Bodyguard le leader mondial de solutions de modération par l'IA. MISSION Vous êtes à la fois le scientifique et l'architecte de la data chez Bodyguard. Nous aider à constamment améliorer nos différentes couches algorithmiques, d'AI et de ML qui entourent la technologie Bodyguard. Nous aider à construire un laboratoire de data qui permettra d'offrir une vision précise et éclairée concernant la haine en ligne pour un public très large et varié tel que nos utilisateurs, les institutions publiques et nos partenaires par exemple. Avec plus de centaines de millions de contenu analysé par mois et 8 millions de commentaires haineux détectés par mois  nous recherchons quelqu'un qui souhaite relever ce défi. PLUS DE DÉTAILS 1 La technologie Bodyguard et son amélioration : Choix des modèles statistiques à utiliser ; Automatisation des modèles ; Optimisation des modèles ; Intégration de nouveaux indicateurs dans les modèles. 2 Le laboratoire Bodyguard Structuration de l'architecture du laboratoire : capter, organiser, faire vivre la data et réaliser des visualisations Devenir la référence concernant l'accès aux données, leur compréhension et leur analyse, auprès de l'ensemble de l'équipe Bodyguard et nos partenaires. COMPÉTENCES De formation doctorale ou PHD, vous disposez de : Solides connaissances théoriques en statistiques, machine learning, algorithmie Fortes compétences informatiques : calcul scientifique, Python Connaissances en traitement de signal, R, C/C++ appréciées Rigueur, autonomie, initiative, curiosité Maîtrise de l'Anglais CE QUE VOUS RECHERCHEZ Envie de créer avec nous un Internet meilleur pour tous Vous rejoindrez une entreprise sociale et solidaire qui a pour mission première de protéger des individus touchés par le cyberharcèlement. Vous avez une vision sociale que vous voulez exprimer : cela nous intéresse sincèrement. Vous avez des valeurs, une éthique forte : bienvenue  Un challenge d'équipe Vous aurez le soutien de toute l'organisation pour mettre en oeuvre votre travail Envie d'apprendre Vous intégrez une startup qui compte des employés de grande qualité, vous voulez apprendre auprès d'eux. On vous demandera un niveau d'excellence important, vous êtes à l'aise dans un tel environnement et êtes ""heureux"" de faire des erreurs car nous les valorisons pour apprendre. INFORMATIONS COMPLÉMENTAIRES Lieu de travail : Nice avec flexibilité Date de début : dès que possible Type de contrat : CDI Vous êtes éligible au CIR Merci d'envoyer CV  lettre de motivation courte dans le corps de l'email à fabienbodyguard.ai COMPÉTENCES De formation doctorale ou PHD, vous disposez de : Solides connaissances théoriques en statistiques, machine learning, algorithmie Fortes compétences informatiques : calcul scientifique, Python Connaissances en traitement de signal, R, C/C++ appréciées Rigueur, autonomie, initiative, curiosité Maîtrise de l'Anglais CE QUE VOUS RECHERCHEZ Envie de créer avec nous un Internet meilleur pour tous Vous rejoindrez une entreprise sociale et solidaire qui a pour mission première de protéger des individus touchés par leType de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9718043,2020-04-29,NA,NA
Data Scientist (H/F) en CDIParis,France,"Resumé : Annonceur recrute un Data Scientist H/F en CDI à Paris 75001. Le profil idéal ? Formation BAC 4/5 et expérience de 1  2 ans. Salaire : Selon profil Description de l'offre : Votre mission :  Comprendre les problématiques des clients internes  Proposer des analyses exploratoires, descriptives ou prédictives pertinentes et à forte valeur ajoutée  Réaliser et maintenir les analyses proposées  Participer à la construction de différents usecases .  Communiquer le résultat de vos solutions développées aux entités internes Marketing, IT, Finance, Ressources Humaines, CRM. ainsi qu'aux différentes équipes impliquées  Participer à la définition des normes, des modèles et outils afin de répandre les "" best practices""  Mettre en place des modèles de machine learning  Assurer l'amélioration et la pérennisation des modèles et analyses développés et/ou déjà existants Profil recherché : Vos atouts indispensables :  Bac 4/5 : Diplôme type Ecole d'Ingénieur avec spécialisation Data Science, Statistique, Informatique ou Master équivalent ;  Anglais Courant et Français obligatoire ;  Compétences mathématiques ;  Expertise en analyse et manipulation de données avec de fortes volumétrie SQL, Hive, Spark. ;  Machine learning supervisé et non supervisé : clustering, régression, système de recommandation, text mining, graph mining  ;  Très bonnes connaissances ou même maîtrise des langages de programmation SAS,R, Python et éventuellement Java/Scala ;  Connaissances en probabilités et statistiques ;  Maîtrise des technologies Big Data Hadoop, MapReduce. ;  Connaissance d'outils de visualisation de données PowerBI,Spotfire,Tableau,Qlik, . ;  Curiosité naturelle ;  Bonne communication auprès d'interlocuteurs différents techniques et non techniques ; Pour postuler : Cliquez sur le bouton cidessous 'Postuler', vous serez redirigé vers l'offre originale Data Scientist H/F de notre partenaire pour finaliser votre candidature.Type de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9717215,2020-04-29,NA,NA
Data scientist Confirmé(e) (H/F) en CDIParis,France,"Resumé : Annonceur recrute un Data scientist Confirmée H/F en CDI à Paris 75017. Le profil idéal ? Formation BAC 4/5 et expérience de 1  2 ans. Salaire : Selon profil Description de l'offre : Partenaire de la transformation digitale des entreprises, Orange Digital&Data; est l'entité d'Orange Business Services spécialisée dans la conception et le développement de services applicatifs et l'intégration de systèmes. Implantés dans plusieurs grandes villes françaises comme Paris, Rennes, Lyon, Bordeaux, Lille et Toulouse . nous accompagnons au quotidien près de 20 000 entreprises tout au long du cycle de vie de leurs projets, dans les domaines clés de l'expérience digitale, de la Data Analytics et l'Intelligence Métier. Pour la 4ème année consécutive, Orange reçoit la certification « Top Employer Global » 2019. Cette certification consacre les meilleures politiques et pratiques en termes de programmes de ressources humaines. L'innovation est essentielle à votre métier, construisons la ensemble  Description du poste : Mission Le/la data scientist incarne l'offre d'Orange Applications for Business dans le domaine de la « Data ». Il/elle participe à son développement et à son évolution en relation avec les équipes marketing et opérationnelles. Il/elle promeut cette offre vers nos clients en support à nos forces commerciales. L'activité d'Orange Applications for Business se développe dans le domaine de la donnée. Ce développement est porté par la mise en avant de la vision d'Orange Applications for Business concernant la Data. Cette vision est le reflet de l'expérience du groupe Orange sur le domaine et du savoir faire d'Orange Applications for Business dans la conduite d'activités dans ce domaine. Contenu de l'activité Avantvente / prospection & développement à l'international :  Le/la data scientist prend en charge le rendezvous client d'expertise accompagné de l'avantvente, pour présenter les solutions Orange Applications for Business et comprendre le besoin métier. Il/elle contribue à l'élaboration de la réponse avec l'avantvente / chargé d'affaire  Il/elle propose de nouvelles opportunités notamment en se basant sur les projets en cours de réalisation, en proposant des lots complémentaires et en s'informant régulièrement des besoins des clients  Il/elle est mobile pour de courtes périodes à l'étranger, Il/elle contribue au développement de l'activité à l'international, en interne et en externe, Il/elle a donc un bon niveau de connaissance en anglais et un bon niveau en management transverse  Il/elle réalise des études de veille sur le marché de la prestation d'analytics, les outils, les demandes. Prestation  Le/la data scientist confirmée peut gérer un projet complexe pour un client avec les experts Orange Applications for Business sur le sujet  Il/elle sait gérer le relationnel client pour assurer le bon déroulement de la prestation, et de gérer les risques pouvant se présenter.  Il/elle assure le bon niveau de reporting vers sa hiérarchie, les équipes commerciales et avantvente, ainsi que l'équipe d'expert dont il fait partie.  Il/elle peut réaliser des missions d'audit pour les clients, en se basant sur l'expertise des référents qu' il/elle pilote sur ce type de projets Encadrement  Le/la data scientist confirmée est leader technique sur plusieurs projets sur lesquels Il/elle intervient sur sollicitation des débutants ou du chef de projet, et s'assure régulièrement du bon déroulé  Il/elle gère les prévisions de charges des débutants qu'ils accompagnent et suit leur évolution technique. Profil recherché : De formation Bac 5 minimum, vous avez une expérience dans des activités de développements dans le domaine de la Data et de bonne connaissance des architectures techniques big data. Vous avez la capacité à porter un projet, à faire adhérer, à leader en transverse et à travailler à l'international. Vous saveType de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9717202,2020-04-29,NA,NA
Data Scientist/Administrateur H/F (10 ans d'expérience minimum),75 - PARIS 11,"Notre client dans le secteur de la Monétique recherche un Data Scientist / Administrateur H/FDescriptif de la mission :L'objectif de la prestation est de produire un modèle de données cohérent pour les composants de la plateforme de service de notre groupe.Il s'agit donc d'étudier les data modèles existant, d'accompagner les équipes de développement dans la convergence des structure composants existants et dans la prise en compte du modèle cible nouveaux composants.Le Projet s'inscrit dans l'environnement suivant : Objectif du projet pour Ie client : Mise en cohérence des data model en vue d'exploitation ouverture via API et data analytics. Environnement Logiciel : CouchBase, Elastic Search. Environnement Matériel : N/A Environnement Système existant : AWS, GCP, Ansible, TerraformEtudier les data model existants, issus de plusieurs années de vie autonome des composants et proposer une stratégie pour la mise en cohérence de ceuxci.Mettre en place des règles de synchronisation et définir le composant référent pour chaque donnée.La prestation devra également être en mesure d'émettre des exigences et préconisations à destination des autres équipes R&D et notamment celles en charge du développement et de l'exploitation des composants.Les data model à jour.La typologie et les flux de données sur la plateforme.Les exigences en matière de configuration de base de données.Compétences / Qualités indispensables :Obligatoire : Administration de base de données Couchbase et Elastic Search Modélisation fonctionnelle Anglais et FrançaisCompétences / Qualités qui seraient un + :Infrastructure as a Code Ansible / Terraform ou Puppet / Hieradata Test en charge de bases de donnéesType de contratProfession libéraleEmploi non salarié",https://candidat.pole-emploi.fr/offres/recherche/detail/9710074,2020-04-29,NA,NA
Data Scientist - H/F,75 - PARIS 11,"emagine recrute des Data Scientists pour accompagner ses clients du CAC 40 et du SBF 120 dans leurs projets de transformation de la Data. Missions et responsabilités :Au sein des datalab, des data factory ou des équipes Big Data/IA de nos clients, vous collaborerez avec l'ensemble des entités internes Marketing, IT, Finance, Ressources Humaines, CRM  pour concevoir, réaliser et supporter les différents projets d'analyse de données.Votre mission : Comprendre les problématiques des clients internes Proposer des analyses exploratoires, descriptives ou prédictives pertinentes et à forte valeur ajoutée Réaliser et maintenir les analyses proposées Participer à la construction de différents usecases. Communiquer le résultat de vos solutions développées aux entités internes Marketing, IT, Finance, Ressources Humaines, CRM  ainsi qu'aux différentes équipes impliquées Participer à la définition des normes, des modèles et outils afin de répandre les best practices  Mettre en place des modèles de machine learning Assurer l'amélioration et la pérennisation des modèles et analyses développés et/ou déjà existantsVos atouts indispensables : Diplôme type Ecole d'Ingénieur: BAC+4/5 spécialisation Data Science, Statistique, Informatique ou Master équivalent ; Anglais Courant ; Compétences mathématiques ; Expertise en analyse de donnés et manipulation de données avec de fortes volumétrie SQL, Hive, Spark  ; Machine learning supervisé et non supervisé : clustering, régression, système de recommandation, text mining, graph mining ... ; Très bonnes connaissances ou même maîtrise des langages de programmation SAS, R, Python et éventuellement Java/Scala ; Connaissances en probabilités et statistiques ; Maîtrise des technologies Big Data Hadoop, MapReduce  ; Connaissance d'outils de visualisation de données PowerBI, Spotfire, Tableau, Qlik,  ; Curiosité naturelle ; Bonne communication auprès d'interlocuteurs différents techniques et non techniques ;Type de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9709361,2020-04-29,NA,NA
DATA SCIENTIST (H/F),75 - PARIS 11,"Contexte : Prestation au sein des équipes data dans le cadre de la roadmap de refonte de ses solutions dataObjectifs : Gestion de la plateforme d'archivage et du programme de collecte de la fraudeAccompagnement sur :Rédaction du cahier des charges,Planification,Animation et reporting des instances projets,Conduite du changement,Assistance aux recettes,Assistance aux métiers dans la phase d'expression de besoins,Travaille en collaboration avec les référents des applications, les éditeurs, les équipes de production, les équipes de recette. Profil DATA SCIENTIST 5 ans d'expérience min Une connaissance générale des paiements SEPA/IP est appreciéeUne connaissance Fraud manager et Power BI serait très appréciéeType de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9709057,2020-04-29,NA,NA
DATA SCIENTIST H/F,92 - Hauts de Seine,"Other / general  DATA SCIENTIST H/F  Réf 99223660  HautsdeSeine: Other / general , A ce titre nous recrutons un DATA SCIENTIST h/fVous aurez pour missions : a?¢ Construire puis maintenir l'architecture des entrepots de donnees et outils d'analysea?¢ En collaboration avec le pole « Etudes et Performance », prendre en charge les projets les etudes  Formaliser les demandes issues des directions utilisatrices Identifier les donnees utiles pour ces analyses, les rendre coherentes et exploitables  Construire les modelisations a  la fois mathematiques et informatiques permettant de repondre a  ces demandes Interpreter les resultats des etudes pour donner du sens aux analyses Expliciter les resultats des analyses et les rendre exploitables par les directions metiera?¢ Etre force de proposition sur La construction des outils La creation de metriques et indicateurs a  destination de l'ensemble des directions Les tendances a  analyser, les pistes d'etudes a  explorera?¢ Proposer et mettre en A?uvre l'aspect Gouvernance des donnees en etroite collaboration avec le pole « Etudes et Performance » PROFIL RECHERCHEDe formation Bac5 minimum type Ingenieur, vous avez une experience d'au moins 3 dans l'analyse de donnees, au cours de laquelle vous avez developpe les competences suivantes :  animation d'ateliers internes ou de rencontres ciblees avec des experts metier et/ou techniques analyse et synthese des besoins prise en charge du cycle depuis le recueil des besoins jusqu'a  la restitution des analyses en passant par les phases de datacleaning, modelisation et codage  prototyper pour proposer des pistes de solution rapidesVous etes force de proposition a  la fois sur les outils a  mettre en A?uvre Dataware / datamarts, algorithmes d'autoapprentissage et cas d'usage, datavisualization et sur l'interpretation des tendancesRigoureux, organise, curieux, vous etes un bon communiquant dote de qualites redactionnelles, mais aussi curieux et aimez le travail en equipeComptetences techniques : Socle technique robuste Structure de donnees, bases de donnees Postgresql, eventuellement NoSQL programmation Python voire R Expertises en algorithmie, solide bagage mathematique / statistiquesType de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9700899,2020-04-28,NA,NA
Ingénieur Big Data / Datascientist (h/f),06 - VALBONNE,"L?intensification des menaces, la generalisation du Cloud et l'emergence du mouvement DevOps lui donnent raison.Cree en 2011, SQUAD connait une croissance A? stratospherique A? pour atteindre en 2019 un chiffre d'affaires de pres de 50 millions d'euros et integre le TOP 10 des entreprises specialisees en Cybersecurite. Les performances de SQUAD sont validees dans les classements francais SYNTECKPMG, Deloitte, Les Echos et europeens Financial Times, Deloitte.SQUAD accompagne ses clients prestigieux en France et en Australie grace a 8 agences : Paris siege, AixenProvence, Sophia Antipolis Nice, Toulouse, Lyon, Rennes, Nantes et Adelaa?de.SQUAD conjugue croissance et bienetre de ses employes. L?equilibre entre vie professionnelle et vie personnelle est salue par la 5eme place du classement Glassdoor.Chez SQUAD, la convivialite ne se decrete pas, elle se vit : c?est pourquoi chaque membre de l'equipe est choisi a la fois pour ses competences techniques mais aussi pour ses qualites humaines. Le sens du service, du travail en equipe et la culture de l'echange sont notamment primordiaux.  Reference : TRA  Big data    Competences Vous etes diplomes d'une formation bac+5 et avez au moins 2 d'experience dans ces metiers.Utilisez des outils analytiquesCe necessite de frequent voyages alors l'anglais serait fortement apprecieOn vous reconnait comme une personne bonne communicante, autonome, et reactive avec un reel esprit d'equipe.A la croisee des competences entreA?mathematiques, statistiques et informatique,A?vous apportez uneA?vision dans la valorisation desA?dataA?de nos clients.Vous n?etes pas sur e A?de correspondre a cette annonce mais vous vous sentez deja? SQUAD dans l'ame alors a vos telephones, PC, tablettes, ... et contacteznous a recrutement@squad.frA?pour faire connaissance.A?Type de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9698462,2020-05-01,NA,NA
Consultant Data Scientist F/H (H/F),92 - BOULOGNE BILLANCOURT,"A?A?Votre Profil :A?Ecole d'ingenieur ou master avec une specialisation DataDoctorat sciences/informatique/mathematique avec pratique dans des cas industrielsParticipation a des challenges Data science, concours Kaggles, driven dataVous justifiez d'un minimum de 3 d'experience sur un similaireA?Competences requises :A?Solides competences en programmation tels que R, Python et de langages de gestion de BD SQL, NoSQLCompetences d'analyse et aptitudes a resoudre des problematiques de facon creativeMaitrise des algorithmes de Machine Learning supervises et non supervisesJustifier d'une premiere experience en gestion de projetAnglais courantA?Qualites requises :A?A?Grande rigueur, aisance orale et ecrite presentations, rapports, articles...Implication et capacite de travail en equipeAutonomie, agilite et creativiteA?Type de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9698395,2020-04-29,NA,NA
Data scientist (H/F),75 - PARIS 01,"En bref : Ingénieur de recherche en intelligence artificielle, Réalisation d'enquêtes et études marketing, AWSType de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9693621,2020-04-28,NA,NA
Statisticien (H/F),57 - VRY,"La connaissance de TALEND constituerait un plus   Rigueur, esprit de synthese et d'analyse, capacites organisationnelles et redactionnelles, aptitude au travail en equipe, capacites a  formuler des propositions, dynamisme et bon relationnel sont autant d'atouts necessaires a  la tenue de l'emploi.     Formation    Vous avez obtenu un diplome Bac+3 minimum en statistiques     Conditions particulieres    29,4 Ka?¬/an sur 14 mois + titres restaurant  Postes a  pourvoir des le debut du trimestre 2 de 2020 en CDIType de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9822019,2020-05-02,NA,NA
Statisticien (Actuaire) / projections financières H/F,75 - Paris (Dept.),"Il gere environ 60 milliards d'actifs financiers qui servent de reserves au regime.    Dans le cadre d'un CDI, la Direction technique recrute un charge d'etudes actuarielles et statistiques. Il/elle sera rattache au service Etudes techniques dont la principale est d'assurer le pilotage technique et financier de l'AgircArrco, en realisant les projections des charges et des ressources a  court, moyen et long terme. Ces projections ont notamment pour objectif d'eclairer les partenaires sociaux, pilotes du regime, dans leurs decisions. Elles sont egalement fournies aux administrations publiques Conseil d'Orientation des Retraites, Direction de la Securite Sociale.    Le service developpe un modele de microsimulation en vue de renforcer la qualite des previsions et de disposer d'un outil unique de projection. Tous les membres du service seront donc amenes a  travailler sur ce modele qui remplacera les modeles existants. Les principales activites du statisticien seront :  contribuer aux differents exercices de projections, a  destination des partenaires sociaux et des administrations publiques.  contribuer a  l'actualisation des modeles existants dans le but de fiabiliser les projections actuelles.  participer au developpement du modele de microsimulation et aux tests en vue de sa mise en production.  etablir les previsions de volume d'activite, stabiliser et documenter le processus.  travailler sur la mortalite differenciee selon le revenu, les resultats pourront etre utilises par les modeles actuels et par le modele de microsimulation.      EXPERIENCES / PROFIL     a?¢Formation Bac+5 en Statistiques / econometrie / economie. a?¢Experience de 3 ans, idealement dans le domaine de la protection sociale une bonne connaissance de la legislation retraite et / ou de la microsimulation serait appreciee. a?¢La maitrise de SAS est indispensable. Celle de Python serait un plus.     APTITUDES / QUALITES     a?¢Autonomie et rigueur. a?¢Fortes aptitudes au travail en equipe partage de connaissance, curiosite pour le travail des autres. a?¢Dynamisme et reactivite. a?¢Capacites redactionnelles documentation des processus. a?¢Capacite a  travailler dans des delais contraints.Type de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9817194,2020-05-02,NA,NA
Statisticien H/F,France,"Au sein de la cellule statistique, le statisticien aura pour missions : la réalisation de requêtes et d'analyses visant à améliorer le suivi des différentes activités de la CRAMIF la création de tableaux de bords de suivi et d'outil d'aide à l'analyse sur la gestion du risque la construction de profils statistiques et de mesures d'impact pour faciliter et mesurer l'efficacité des campagnes mises en place pour la gestion du risque l'élaboration d'études pour accompagner les actions du service de la gestion de relation client La CRAMIF intervient sur plusieurs champs d'activité en région Île de France, notamment sur :  l'accompagnement social des assurés  le versement des pensions d'invalidité, des allocations amiante et des prestations de grand appareillage  le conventionnement des fournisseurs d'appareillage  le financement des projets associatifs  le conseil auprès des entreprises dans la prévention des risques professionnels  le calcul des taux de cotisation AT/MP Elle emploie près de 2000 salariés répartis sur 2 centres principaux le siège situé rue de FlandreParis 19e arrondissement et la place de l'Argonne dans le même arrondissement ainsi que plusieurs antennes réparties dans les départements de la région. Rattachée à la Direction Générale, la cellule statistique est placée sous l'autorité de la Direction du Pilotage. Le statisticien appuiera la stratégie et la prise de décisions des responsables de secteur et de la Direction Générale en exploitant les bases de données de l'organisme. Il apportera son expertise pour les domaines ayant trait à la gestion du risque et à la gestion de la relation client. Compétences techniques et relationnelles : maîtrise des fondamentaux de la statistique maîtrise des outils de bureautique, en particulier Excel et VBA apprécié maîtrise des langages de programmation SQL et SAS connaissance des sources de données de l'Assurance Maladie appréciée SIAM ERASME, SNDS aptitude au travail collaboratif capacité à être force de proposition et à faire preuve de réactivité Formation et expérience : Diplômé de l'enseignement supérieur en statistiques bac 3 à bac 5, vous bénéficiez d'une expérience de 2 ans minimum dans le domaine  Le niveau 7 est envisageable selon profilType de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9810416,2020-05-02,NA,NA
Statisticien / Data manager H/F,69 - Rhône,"La mutuelle distribue ses solutions d'assurance en direct agences et vente en ligne ou en marque blanche avec des partenaires distributeurs. Elle partage ses moyens avec le groupe  Alptis Assurances .   Nous recrutons pour notre siege a  Lyon un Statisticien / Data manager H/F en CDI.   Rattachee a  l'actuaire de Miltis, vous serez en charge d'organiser le traitement de la data au sein de la mutuelle, de la reception et la consolidation des donnees a  la mise en place de controles.  Vous structurez et organisez les process d'echanges des donnees avec nos delegataires. Vous documentez un dictionnaire de donnees.  Vous etes garant de la qualite des donnees en mettant en place des controles et en suivant les corrections.  Vous pilotez la conception d'un DataWareHouse en partenariat avec la DSI du groupe Alptis Assurances afin d'integrer, de consolider les donnees et de mettre en place des analyses. Vous en assurez la maintenance.  Vous mettrez en place des reportings et des tableaux de bord a  destination de l'ensemble des directions Direction Generale, Direction Financiere, Audit, Actuariat. Vous prendrez en charge toutes demandes d'analyses ponctuelles relatives a  la data.   De formation Bac+5 en Statistiques / bases de donnees, vous possedez une experience d'au moins 4 en gestion de base de donnees et une tres bonne maitrise de SAS et EXCEL.  A l'aise avec les chiffres, vous aimez manipuler des donnees. Autonome, organisee et rigoureux, vous etre force de proposition et possedez un bon sens de l'analyse.  Votre rigueur et votre curiosite sont des atouts pour reussir cette mission.Type de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9795026,2020-05-01,NA,NA
Statisticien (H/F),Ile-de-France,"StatisticienAu sein du PAD, vous assurez les missions suivantes :  *  analyser les problématiques et déterminer les traitements statistiques appropriés,  *  définir les besoins en termes de données,  *  extraire les données à partir de requêtes SQL,  *  évaluer les résultats obtenus et en faire la synthèse,  *  élaborer des propositions d'analyses complémentaires,  *  proposer de nouveaux leviers d'action notamment via de meilleurs ciblages.A la CASIL, vous assurez les missions suivantes :  *  Concevoir et réaliser des études et analyses statistiques à partir du système d'information,  *  Interpréter et restituer les résultats de votre analyse  *  Valider et fiabiliser les données statistiques en vérifiant leur cohérence, en recherchant des informations complémentaires et en corrigeant les anomalies détectées,  *  Mettre en place et actualiser des tableaux de bord et des outils d'aide au pilotage permettant d'assurer le suivi d'indicateurs.Les activités de requêtage et de tenue de TDB sont prépondérantes à la CASIL tandis que les études statistiques sont majoritaires au PAD.  Pour postuler : https://ucanss.contactrh.com/jobs/773/33025789Type de contratContrat à durée indéterminéeContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9775175,2020-05-01,NA,NA
Statisticien / Statisticienne (H/F),75 - PARIS 16,"Mission : L'ingénieure en études statistiques et modélisations, produit annuellement les prévisions pluriannuelles de départs de l'établissement à partir d'un modèle et assure la partie quantitative de la démarche de Dialogue de Gestion RH avec les instituts scientifiques. Il/elle est par ailleurs, responsable des parties du Bilan social et parité sur les primes, les rémunérations des personnels permanents et les sorties définitives.Activités :  Veiller à l'adéquation du modèle de prévision des départs retraite, autres sorties définitives et sorties temporaires aux sorties réelles de l'établissement par l'étude comparative des sorties réalisées/prévues. Actualiser le modèle existant selon les modifications constatées de comportements au départ et/ou les évolutions réglementaires notamment âge des départs à la retraite liées afin de produire des prévisions de départ à cinq ans.  Réflexion et propositions pour l'évolution d'un modèle de prévision des départs  travail conjoint avec la responsable de l'OMES, son adjointe, le DRH, le DGDR Utiliser l'analyse des flux élaborée pour la modélisation afin d'alimenter la partie sur les sorties définitives du Bilan social et parité ainsi que la partie rétrospective de l'emploi permanent sur trois ans  Participer aux entretiens de Dialogues de Gestion RH avec les instituts, les accompagner dans l'analyse de leurs données de flux et sur toute question d'ordre statistique périmètre considéré, etc. Consolider au niveau de l'établissement les matrices d'expression de besoin quantitative qui en résultent selon les scénarios envisagés et en réaliser l'analyse. Assurer les traitements statistiques sous SAS et/ou R, des bases de données issues du SIRH dans le cadre de la contribution demandée pour le bilan social Produire l'indicateur annuel de suivi du taux de fonctions support  Répondre aux différentes demandes récurrentes ou ponctuelles Ministères, instituts . sur la partie concernant le poste  Pilotage et coordination de la lettre de l'OMES  Alimentation du Bilan Social et Parité sur la partie rémunérations et primesType de contratContrat à durée déterminée  12 MoisContrat travail",https://candidat.pole-emploi.fr/offres/recherche/detail/9750993,2020-04-30,NA,NA
Chargé(e) d'Etudes Statistiques et Tarifaires  (H/F),14 - CAEN,"Nous recherchons une CHARGE D'ETUDES STATISTIQUES & TARIFAIRES pour de la tarification en Santé et en Prévoyance collective.Vos missions : Réaliser des tarifications surmesure en santé et en prévoyance. Contribuer au renouvellement annuel du portefeuille collectif entreprises santé en participant à l'établissement des résultats prévisionnels par contrat.  Réaliser les reportings à différents niveaux d'analyse contrats, entreprises, produits,. Analyser les résultats à l'aide de traitement des données afin de veiller à l'équilibre financier de l'entreprise Participer à l'élaboration et l'actualisation des tarifs des produits santé collectifs commercialisés par la mutuelle.Type de contratContrat à durée indéterminéeContrat travailDurée du travail38H45 Horaires normauxSalaireSalaire :Rémunération selon profil",https://candidat.pole-emploi.fr/offres/recherche/detail/101HSSK,2020-05-04,NA,NA
